C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:17

sptype='A'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
570 |HD 155695                          |*  |17 09 34.6012681200 +59 10 23.485385496|     ~   |9.312    |9.165    |     ~   |     ~   |A              |   3|   0
571 |TYC 4543-752-1                     |*  |08 30 00.4452010464 +79 24 46.254943296|     ~   |11.04    |10.51    |     ~   |     ~   |A              |   1|   1
572 |HD 74775                           |*  |08 56 18.7168213608 +80 44 21.770353140|     ~   |9.95     |9.74     |     ~   |     ~   |A              |   3|   0
573 |TYC 4543-1611-1                    |*  |08 21 05.4850324800 +78 54 20.188424952|     ~   |11.95    |11.50    |     ~   |     ~   |A              |   2|   0
574 |HD 52419                           |*  |07 07 20.7482328720 +71 13 01.451196732|     ~   |9.69     |9.44     |     ~   |     ~   |A              |   2|   1
575 |HD 53192                           |** |07 10 15.9605 +70 34 43.560            |     ~   |9.88     |9.85     |     ~   |     ~   |A              |   3|   0
576 |HD 58359                           |** |07 31 23.9844966840 +71 14 09.935687904|     ~   |9.79     |9.75     |     ~   |     ~   |A              |   9|   0
577 |HD 48880                           |*  |06 49 39.0904576128 +61 53 38.195395080|     ~   |10.12    |9.89     |     ~   |     ~   |A              |   4|   0
578 |HD 46733                           |*  |06 38 03.2669695776 +53 12 10.241996580|     ~   |10.11    |9.91     |     ~   |     ~   |A              |   2|   0
579 |HD 45165                           |*  |06 28 39.8340807960 +50 31 05.395504188|     ~   |9.63     |9.59     |     ~   |     ~   |A              |  12|   0
580 |HD 46385                           |*  |06 35 49.6514002488 +51 17 45.450909204|     ~   |9.80     |9.68     |     ~   |     ~   |A              |   9|   0
581 |HD 45991                           |*  |06 33 20.0267625768 +49 35 04.805772540|     ~   |9.56     |9.22     |     ~   |     ~   |A              |   3|   0
582 |HD 110962                          |*  |12 43 38.8677135456 +79 35 10.002334704|     ~   |9.89     |9.89     |     ~   |     ~   |A              |   2|   0
583 |HD 76810                           |*  |09 05 03.0097062192 +76 10 07.731980076|     ~   |9.77     |9.65     |     ~   |     ~   |A              |   2|   0
584 |HD 76863                           |*  |09 06 09.7123387920 +77 32 12.519060252|     ~   |9.74     |9.56     |     ~   |     ~   |A              |   3|   0
585 |HD 65136                           |*  |08 02 35.5182916848 +69 50 29.706239832|     ~   |9.54     |9.39     |     ~   |     ~   |A              |   9|   0
586 |HD 56939                           |*  |07 22 54.5422236120 +61 10 17.412206340|     ~   |9.76     |9.72     |     ~   |     ~   |A              |   3|   0
587 |HD 51468                           |*  |07 01 06.4049749392 +59 03 28.743811884|     ~   |10.31    |10.37    |     ~   |     ~   |A              |   3|   0
588 |HD 55154                           |*  |07 15 34.9276553952 +60 22 50.621183976|     ~   |9.97     |9.72     |     ~   |     ~   |A              |   3|   0
589 |HD 49324                           |*  |06 51 02.6592746616 +55 05 12.221618244|     ~   |9.81     |9.73     |     ~   |     ~   |A              |   3|   0
590 |HD 47449                           |*  |06 41 20.3118057816 +50 04 37.313857272|     ~   |9.34     |8.99     |     ~   |     ~   |A              |   2|   0
591 |HD 46357                           |*  |06 35 13.3807340856 +45 19 34.201356168|     ~   |10.72    |9.36     |     ~   |     ~   |A              |   2|   0
592 |HD 151809                          |*  |16 46 32.4011347848 +56 22 36.464404548|     ~   |9.32     |9.47     |     ~   |     ~   |A              |   4|   0
593 |HD 114955                          |*  |13 10 45.1645612392 +77 39 13.838846508|     ~   |9.60     |9.48     |     ~   |     ~   |A              |   3|   0
594 |HD 81190                           |*  |09 28 49.3733330112 +72 58 46.779129948|     ~   |9.77     |9.56     |     ~   |     ~   |A              |   3|   0
595 |HD 55992                           |*  |07 18 21.0834747120 +54 33 24.319351692|     ~   |10.31    |10.12    |     ~   |     ~   |A              |   2|   0
596 |HD 50691                           |*  |06 56 50.9603408760 +50 00 28.197210204|     ~   |9.48     |9.44     |     ~   |     ~   |A              |   3|   0
597 |HD 49535                           |*  |06 51 17.0305732416 +47 22 55.160247360|     ~   |9.68     |9.42     |     ~   |     ~   |A              |   3|   0
598 |HD 52629                           |*  |07 04 26.5368167664 +49 26 25.733655024|     ~   |9.66     |9.54     |     ~   |     ~   |A              |   3|   0
599 |HD 51020                           |*  |06 57 54.8797474512 +45 22 36.794069940|     ~   |11.04    |10.62    |     ~   |     ~   |A              |   2|   0
600 |HS 1658+4530                       |*  |16 59 57.0626771928 +45 25 50.915979156|     ~   |     ~   |     ~   |     ~   |     ~   |A              |   1|   0
601 |HS 1641+4813                       |*  |16 42 41.1 +48 08 24                   |     ~   |     ~   |     ~   |     ~   |     ~   |A              |   1|   0
602 |HS 1642+5006                       |*  |16 43 55.7 +50 01 12                   |     ~   |     ~   |     ~   |     ~   |     ~   |A              |   1|   0
603 |HD 144512                          |*  |16 02 32.5539161112 +62 48 40.512158964|     ~   |10.33    |10.14    |     ~   |     ~   |A              |   2|   0
604 |HD 103227                          |*  |11 53 23.6531098104 +75 41 24.100328832|     ~   |10.86    |10.52    |     ~   |     ~   |A              |   3|   0
605 |HD 81356                           |Pu*|09 28 59.4359352960 +69 23 00.289117680|     ~   |9.61     |9.21     |8.7      |     ~   |A              |   8|   0
606 |HD 72167                           |*  |08 35 23.3354214432 +66 16 15.103638948|     ~   |8.94     |8.70     |     ~   |     ~   |A              |  12|   0
607 |HD 67625                           |*  |08 12 58.2823264104 +64 43 57.810348516|     ~   |9.56     |9.44     |     ~   |     ~   |A              |   4|   0
608 |HD 68403                           |*  |08 15 54.8203267561 +62 41 54.760789506|     ~   |9.35     |9.20     |     ~   |     ~   |A              |   3|   0
609 |HD 58639                           |*  |07 29 29.5808965920 +55 25 45.520495212|     ~   |9.82     |9.63     |     ~   |     ~   |A              |   3|   0
610 |HS 1640+4634                       |*  |16 42 04.9373495400 +46 28 53.782529376|     ~   |     ~   |     ~   |     ~   |     ~   |A              |   1|   0
611 |HD 104202                          |*  |12 00 08.3675948112 +70 39 05.221878876|     ~   |8.71     |8.47     |     ~   |     ~   |A              |  17|   0
612 |HD 101685                          |*  |11 42 42.2703749880 +71 22 39.484095600|     ~   |9.79     |9.86     |     ~   |     ~   |A              |   9|   0
613 |HD 79352                           |*  |09 17 19.2373061616 +68 01 54.696716976|     ~   |9.52     |9.45     |     ~   |     ~   |A              |   2|   0
614 |HD 70010                           |*  |08 23 03.1045377744 +61 12 20.030279904|     ~   |9.50     |9.42     |     ~   |     ~   |A              |   9|   0
615 |HD 56028                           |*  |07 17 27.7374536976 +43 37 41.923520724|     ~   |9.95     |9.73     |     ~   |     ~   |A              |   3|   0
616 |[RVT99] 5                          |*  |09 59 12.9760508184 +65 30 40.975781580|     ~   |16.22    |15.31    |     ~   |     ~   |A              |   1|   0
617 |[RVT99] 7                          |*  |09 58 48.3295873440 +65 35 59.421497100|     ~   |16.60    |15.75    |     ~   |     ~   |A              |   2|   0
618 |[RVT99] 8                          |*  |09 59 14.1036735288 +65 35 55.798692612|     ~   |16.65    |15.85    |     ~   |     ~   |A              |   2|   0
619 |[RVT99] 9                          |*  |09 58 53.9394311280 +65 35 18.430494432|     ~   |17.01    |16.17    |     ~   |     ~   |A              |   2|   0
620 |HD 78105                           |Pu*|09 09 39.4628480592 +63 21 03.557880684|     ~   |9.41     |9.18     |     ~   |     ~   |A              |  11|   0
621 |HD 144956                          |*  |16 06 34.3540017504 +45 13 53.734010196|     ~   |10.33    |10.10    |     ~   |     ~   |A              |   4|   0
622 |HD 234276                          |*  |16 00 00.8869312632 +49 50 16.575660780|     ~   |9.91     |8.55     |     ~   |     ~   |A              |   8|   0
623 |HD 69683                           |*  |08 20 18.7373762664 +51 01 59.880859572|     ~   |9.76     |9.39     |     ~   |     ~   |A              |   4|   0
624 |GD 87                              |PM*|07 41 17.1621318264 +42 52 40.902376800|     ~   |12.86    |     ~   |12.7     |     ~   |A              |   5|   0
625 |HS 1543+4919                       |*  |15 44 59.0 +49 09 48                   |     ~   |19.2     |     ~   |     ~   |     ~   |A              |   1|   0
626 |HD 111222                          |*  |12 46 47.8512740232 +62 28 58.194251364|     ~   |9.41     |9.10     |     ~   |     ~   |A              |  10|   0
627 |HD 78414                           |*  |09 10 24.1182974568 +54 41 12.804775584|     ~   |9.63     |9.48     |     ~   |     ~   |A              |   6|   0
628 |HS 1527+4853                       |*  |15 29 26.7782916912 +48 42 59.546701296|     ~   |     ~   |     ~   |     ~   |     ~   |A              |   1|   0
629 |HD 101952                          |*  |11 44 14.3296139352 +59 37 32.761597800|10.160   |10.070   |10.020   |     ~   |     ~   |A              |  14|   0
630 |HD 93609                           |SB*|10 49 39.2303222952 +60 32 45.021233436|     ~   |9.87     |9.62     |     ~   |     ~   |A              |   3|   0
631 |HS 1506+4619                       |*  |15 08 02.6 +46 08 11                   |     ~   |     ~   |     ~   |     ~   |     ~   |A              |   1|   0
632 |HS 1501+4827                       |*  |15 03 15.4 +48 15 34                   |     ~   |     ~   |     ~   |     ~   |     ~   |A              |   1|   0
633 |HD 108121                          |*  |12 25 00.1659297576 +57 09 59.009913360|     ~   |9.57     |9.36     |     ~   |     ~   |A              |   5|   0
634 |HD 130406                          |*  |14 46 40.4742920232 +45 22 44.173564716|     ~   |11.06    |10.77    |     ~   |     ~   |A              |   4|   0
635 |HD 94398                           |*  |10 54 40.5033453168 +52 22 36.676340040|9.620    |9.500    |9.150    |     ~   |     ~   |A              |  11|   0
636 |HD 84813                           |*  |09 49 14.7441959328 +50 11 24.909331884|     ~   |9.29     |9.20     |     ~   |     ~   |A              |   2|   0
637 |HS 1350+4806                       |*  |13 52 29.0124043800 +47 52 13.091632788|     ~   |     ~   |     ~   |     ~   |     ~   |A              |   1|   0
638 |HS 1345+4911                       |*  |13 47 10.3 +48 56 28                   |     ~   |     ~   |     ~   |     ~   |     ~   |A              |   1|   0
639 |HS 1349+4925                       |*  |13 51 09.3733699464 +49 11 01.047655680|     ~   |     ~   |     ~   |     ~   |     ~   |A              |   2|   0
640 |HD 233714                          |*  |10 11 31.3530379824 +49 25 11.915973444|     ~   |10.24    |8.87     |     ~   |     ~   |A              |   3|   0
641 |HD 132327                          |*  |14 57 17.0474879088 +40 25 09.838895880|     ~   |9.80     |9.53     |     ~   |     ~   |A              |   2|   0
642 |HS 1435+4043                       |*  |14 37 22.2 +40 30 06                   |     ~   |     ~   |     ~   |     ~   |     ~   |A              |   1|   0
643 |HS 1346+4643                       |*  |13 48 22.0825989432 +46 29 00.790569492|     ~   |     ~   |     ~   |     ~   |     ~   |A              |   1|   0
644 |HS 1304+4901                       |*  |13 06 49.2614495736 +48 45 04.055583996|     ~   |     ~   |     ~   |     ~   |     ~   |A              |   1|   0
645 |HS 1256+4722                       |*  |12 58 34.4074519848 +47 06 39.168574992|     ~   |     ~   |     ~   |     ~   |     ~   |A              |   1|   0
646 |HD 82687                           |*  |09 34 50.8442155992 +43 47 28.507421292|     ~   |10.69    |10.38    |     ~   |     ~   |A              |   3|   0
647 |PB 1900                            |MS*|14 16 38.9210403000 +41 15 53.391942252|     ~   |14.05    |14.21    |14.43    |     ~   |A              |   5|   0
648 |TYC 3451-297-1                     |*  |11 20 32.2020549264 +45 04 53.559999300|     ~   |11.70    |11.33    |     ~   |     ~   |A              |   3|   0
649 |HD 19309                           |*  |03 07 21.3226442496 +31 47 36.799528848|     ~   |9.69     |9.47     |     ~   |     ~   |A              |   3|   0
650 |HD 19429                           |*  |03 08 15.3994575264 +24 19 48.539314056|     ~   |9.54     |9.37     |     ~   |     ~   |A              |   2|   0
651 |HD 19146                           |*  |03 05 09.7188642792 +12 10 36.161880132|     ~   |9.61     |9.26     |     ~   |     ~   |A              |   4|   0
652 |BPS CS 22963-0027                  |HB*|03 09 55.0695053064 -03 37 26.440799340|     ~   |14.94    |14.48    |14.41    |     ~   |A              |   2|   0
653 |BPS CS 22963-0020                  |RR*|03 07 55.9583390568 -05 38 36.681856152|     ~   |     ~   |15       |     ~   |     ~   |A              |   5|   0
654 |BPS CS 22181-0016                  |HB*|03 04 37.8703932672 -12 03 17.810651880|     ~   |13.31    |12.26    |     ~   |     ~   |A              |   2|   0
655 |HD 278452                          |*  |03 18 12.8199205344 +36 08 12.577471152|     ~   |12.31    |12.14    |     ~   |     ~   |A              |   2|   0
656 |HD 19809                           |*  |03 12 10.5788464272 +31 25 09.797714580|     ~   |9.45     |9.31     |     ~   |     ~   |A              |   4|   0
657 |HD 19786                           |*  |03 11 44.3576368560 +23 59 13.454065788|     ~   |9.32     |8.85     |     ~   |     ~   |A              |   9|   0
658 |HD 19824                           |*  |03 11 45.6732453264 +16 05 30.939790524|     ~   |10.62    |10.34    |     ~   |     ~   |A              |   3|   0
659 |HD 19885                           |*  |03 11 58.8231999216 +05 26 02.303548980|     ~   |9.85     |9.50     |     ~   |     ~   |A              |   3|   0
660 |2MASS J03145070-0405570            |*  |03 14 50.7004549992 -04 05 57.098759064|     ~   |     ~   |     ~   |     ~   |     ~   |A              |   2|   0
661 |BPS CS 22181-0026                  |HB*|03 11 32.8878173352 -10 37 02.803517976|     ~   |     ~   |14.3     |     ~   |     ~   |A              |   1|   0
662 |BPS CS 22172-0014                  |HB*|03 21 22.6796064504 -11 15 31.350395232|15.02    |15.01    |14.66    |     ~   |     ~   |A              |   3|   0
663 |BPS CS 22185-0010                  |HB*|03 16 46.5707015136 -14 20 36.865938768|     ~   |     ~   |13.6     |     ~   |     ~   |A              |   2|   0
664 |HD 275512                          |*  |03 30 14.1000623618 +37 16 37.207610844|     ~   |12.04    |11.42    |     ~   |     ~   |A              |   6|   0
665 |HD 275503                          |*  |03 31 19.3844353992 +37 24 18.089157132|     ~   |12.22    |11.57    |     ~   |     ~   |A              |   5|   0
666 |HD 275504                          |*  |03 31 07.5806906904 +37 22 38.982705564|     ~   |11.66    |11.18    |11.27    |     ~   |A              |   7|   0
667 |HD 275505                          |*  |03 31 08.5456548960 +37 22 45.454857276|     ~   |10.86    |10.38    |10.117   |     ~   |A              |   7|   0
668 |HD 278588                          |*  |03 25 03.7826197008 +35 03 10.445836536|     ~   |11.73    |11.50    |     ~   |     ~   |A              |   5|   0
669 |HD 278659                          |*  |03 28 05.6935224936 +34 50 25.402364592|     ~   |11.78    |11.08    |     ~   |     ~   |A              |   2|   0
670 |HD 278744                          |*  |03 30 34.6481683104 +34 37 28.744099104|     ~   |12.33    |11.79    |     ~   |     ~   |A              |   3|   0
671 |HD 278681                          |*  |03 28 15.8366868624 +33 39 27.083795328|     ~   |10.94    |10.47    |     ~   |     ~   |A              |   4|   0
672 |HD 278760                          |*  |03 32 18.3479064048 +33 34 47.396590356|     ~   |11.65    |11.13    |     ~   |     ~   |A              |   3|   0
673 |HD 21945                           |** |03 33 14.3007 +28 16 31.099            |     ~   |9.98     |9.66     |     ~   |     ~   |A              |   5|   0
674 |BPS CS 22172-0027                  |*  |03 29 15.5532923496 -10 49 16.695994260|13.53    |13.59    |13.23    |13.21    |     ~   |A              |   3|   0
675 |BPS CS 22172-0028                  |HB*|03 30 05.5419125544 -10 38 10.204183644|14.30    |14.25    |13.95    |     ~   |     ~   |A              |   4|   0
676 |PHL 1529                           |HB*|03 25 33.5279727336 -12 45 32.256835848|     ~   |15.85    |15.72    |16.01    |     ~   |A              |   2|   0
677 |BPS CS 22185-0032                  |HB*|03 31 53.4238027728 -14 04 21.205317108|     ~   |14.62    |14.19    |14.07    |     ~   |A              |   1|   0
678 |HD 275481                          |SB*|03 34 43.7351570856 +38 40 22.219947840|     ~   |11.49    |11.18    |11.020   |     ~   |A              |   4|   0
679 |HD 275824                          |*  |03 44 50.4332647872 +38 24 47.659520952|     ~   |11.84    |11.69    |     ~   |     ~   |A              |   3|   0
680 |HD 278947                          |*  |03 43 47.2297309656 +36 38 48.163969860|     ~   |12.16    |11.72    |     ~   |     ~   |A              |   2|   0
681 |HD 278917                          |*  |03 43 09.3630526752 +34 49 12.380655324|     ~   |10.85    |10.58    |     ~   |     ~   |A              |   9|   0
682 |HD 278922                          |*  |03 42 13.8818091888 +34 17 24.393600888|     ~   |12.37    |11.72    |     ~   |     ~   |A              |   1|   0
683 |HD 22765                           |*  |03 40 40.2877898184 +29 27 16.758837900|     ~   |9.54     |9.28     |     ~   |     ~   |A              |  11|   0
684 |BPS CS 22185-0029                  |HB*|03 34 30.3343347120 -14 29 15.837284508|     ~   |     ~   |13.5     |     ~   |     ~   |A              |   1|   0
685 |HD 278943                          |*  |03 46 38.8530421560 +36 57 16.543135620|     ~   |11.7     |11.2     |     ~   |     ~   |A              |   9|   0
686 |HD 279160                          |V* |03 54 47.5226378016 +35 43 47.413103376|     ~   |12.27    |11.56    |     ~   |     ~   |A              |   4|   0
687 |HD 279027                          |*  |03 50 27.0296458320 +35 05 38.566614624|     ~   |11.98    |11.33    |     ~   |     ~   |A              |   2|   1
688 |HD 278992                          |SB*|03 45 31.1741132376 +33 30 06.585591744|     ~   |11.89    |11.41    |     ~   |     ~   |A              |   2|   0
689 |HD 278993                          |*  |03 47 09.3033704496 +33 28 27.944201676|     ~   |12.25    |12.12    |     ~   |     ~   |A              |   2|   0
690 |HD 279114                          |*  |03 53 12.0334430064 +34 13 06.897804096|     ~   |12.14    |11.49    |     ~   |     ~   |A              |   2|   0
691 |HD 23963                           |*  |03 50 29.2356553824 +32 25 52.627246752|     ~   |9.71     |9.55     |     ~   |     ~   |A              |  16|   0
692 |HD 278981                          |*  |03 45 17.0283140352 +34 15 52.544586888|     ~   |11.95    |11.23    |     ~   |     ~   |A              |   2|   0
693 |HD 281178                          |*  |03 46 34.2836823384 +30 24 42.269810112|     ~   |11.93    |11.37    |     ~   |     ~   |A              |   2|   0
694 |HD 23374                           |*  |03 45 40.7223739752 +25 51 18.482580432|     ~   |10.26    |9.83     |     ~   |     ~   |A              |   1|   0
695 |HD 282968                          |*  |03 46 59.6122356648 +24 23 03.835087512|     ~   |11.17    |     ~   |     ~   |     ~   |A              |   7|   0
696 |HD 283140                          |*  |03 56 01.4974494480 +25 28 13.366925868|     ~   |11.49    |11.09    |     ~   |     ~   |A              |   3|   0
697 |HD 24312                           |*  |03 52 40.3017109800 +15 58 29.021045340|9.684    |9.52     |9.17     |     ~   |     ~   |A              |   6|   0
698 |BPS CS 22190-0032                  |HB*|03 46 52.7121868920 -12 40 49.923635196|     ~   |14.43    |13.97    |14.04    |     ~   |A              |   1|   0
699 |HD 276031                          |*  |04 03 24.7600628352 +39 04 01.052027472|     ~   |11.71    |11.13    |     ~   |     ~   |A              |   2|   0
700 |HD 276059                          |*  |04 07 18.5619750288 +39 53 13.433834040|     ~   |11.13    |10.53    |     ~   |     ~   |A              |   2|   0
701 |HD 279214                          |*  |03 59 27.0101493528 +37 27 47.630742156|     ~   |11.66    |11.12    |     ~   |     ~   |A              |   3|   0
702 |HD 279146                          |*  |03 57 37.2216159144 +36 28 51.136256280|     ~   |10.54    |10.27    |     ~   |     ~   |A              |   3|   0
703 |HD 279164                          |*  |03 56 16.2596026320 +35 25 29.340773184|     ~   |     ~   |12.8     |     ~   |     ~   |A              |   2|   0
704 |HD 279226                          |Em*|03 59 00.6835209480 +36 23 18.120128136|13.72    |11.68    |11.45    |     ~   |     ~   |A              |   6|   0
705 |HD 279335                          |*  |04 03 49.2932096520 +37 04 57.507192084|     ~   |11.86    |11.46    |     ~   |     ~   |A              |   3|   0
706 |HD 279339                          |*  |04 04 43.5949224912 +36 52 07.033578132|     ~   |12.05    |11.58    |     ~   |     ~   |A              |   5|   0
707 |HD 279346                          |*  |04 05 16.9745758152 +36 36 20.052677808|     ~   |11.75    |11.25    |     ~   |     ~   |A              |   4|   0
708 |HD 279285                          |*  |04 01 26.9228790864 +36 24 53.063578944|     ~   |11.91    |11.82    |     ~   |     ~   |A              |   4|   0
709 |HD 279430                          |*  |04 07 20.2206884856 +36 47 02.793674256|     ~   |11.54    |11.08    |     ~   |     ~   |A              |   3|   0
710 |HD 279248                          |*  |03 59 52.6994944296 +35 13 34.016321460|     ~   |11.56    |11.51    |     ~   |     ~   |A              |   3|   0
711 |HD 279391                          |*  |04 04 27.1592530008 +34 47 23.035435296|     ~   |12.02    |12.09    |     ~   |     ~   |A              |   3|   0
712 |HD 279406                          |*  |04 06 31.07 +34 08 12.2                |     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
713 |HD 281450                          |*  |04 03 21.0140063544 +33 53 23.003191284|     ~   |12.04    |11.98    |     ~   |     ~   |A              |   2|   0
714 |HD 25111                           |Pe*|04 00 13.0653353160 +23 08 56.645877588|     ~   |9.69     |9.63     |     ~   |     ~   |A              |   5|   0
715 |HD 284131                          |*  |04 06 02.3470664928 +23 09 32.673585204|     ~   |11.84    |11.31    |     ~   |     ~   |A              |   3|   0
716 |HD 24721                           |SB*|03 56 39.7598127792 +22 02 35.885663124|     ~   |10.21    |9.92     |     ~   |     ~   |A              |   2|   0
717 |HD 24761                           |*  |03 56 52.7292456432 +20 05 01.014698544|9.370    |9.110    |8.790    |     ~   |8.403    |A              |  15|   0
718 |BPS CS 22173-0009                  |*  |03 58 23.4115778592 -18 00 01.719571932|13.67    |13.73    |13.39    |     ~   |     ~   |A              |   3|   0
719 |BPS CS 30494-0010                  |HB*|03 57 00.2112931008 -17 28 41.986004808|     ~   |13.22    |12.95    |13.04    |     ~   |A              |   1|   0
720 |BPS CS 30494-0022                  |HB*|04 04 07.0993220472 -19 00 03.388172760|     ~   |     ~   |14.4     |     ~   |     ~   |A              |   1|   0
721 |BPS CS 30494-0034                  |HB*|04 07 28.5923900328 -18 24 13.737349620|     ~   |     ~   |14.4     |     ~   |     ~   |A              |   1|   0
722 |BPS CS 30494-0036                  |HB*|04 06 12.8880005928 -18 15 19.200214476|     ~   |     ~   |14.8     |     ~   |     ~   |A              |   1|   0
723 |BPS CS 22173-0024                  |HB*|04 06 19.1225698224 -19 27 47.661354468|     ~   |     ~   |13.4     |     ~   |     ~   |A              |   1|   0
724 |BPS CS 30494-0002                  |HB*|03 56 46.6238793240 -21 25 26.183588736|     ~   |13.23    |12.34    |     ~   |     ~   |A              |   1|   0
725 |BPS CS 30494-0029                  |HB*|04 06 43.4907151656 -22 01 31.189228896|     ~   |     ~   |13.2     |     ~   |     ~   |A              |   1|   0
726 |BPS CS 22173-0001                  |HB*|04 00 19.2600090216 -21 38 34.723135716|     ~   |13.94    |13.55    |13.64    |     ~   |A              |   1|   0
727 |TYC 2886-612-1                     |*  |04 17 01.8834890976 +41 44 22.060580640|     ~   |12.35    |12.23    |     ~   |     ~   |A              |   1|   0
728 |HD 276190                          |*  |04 16 04.6218079776 +40 45 31.628247588|     ~   |11.61    |11.11    |     ~   |     ~   |A              |   3|   0
729 |HD 276130                          |*  |04 15 44.0876932920 +41 11 54.612484296|     ~   |11.57    |11.17    |     ~   |     ~   |A              |   2|   0
730 |HD 276194                          |*  |04 17 06.4242571056 +40 42 24.836063724|     ~   |11.53    |10.96    |     ~   |     ~   |A              |   2|   0
731 |HD 279416                          |*  |04 10 10.8944849184 +38 01 27.384547980|     ~   |12.02    |11.45    |     ~   |     ~   |A              |   2|   0
732 |HD 279639                          |bC?|04 18 03.3705985920 +38 57 46.820945268|     ~   |11.60    |11.06    |     ~   |     ~   |A              |   3|   0
733 |HD 279492                          |*  |04 11 40.8575299176 +36 57 38.493109980|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
734 |HD 279501                          |*  |04 11 07.1968292208 +36 29 33.976116924|     ~   |11.8     |11.6     |     ~   |     ~   |A              |   3|   0
735 |HD 279506                          |*  |04 11 11.0547985440 +36 14 18.617070120|     ~   |11.82    |11.30    |     ~   |     ~   |A              |   3|   0
736 |HD 279449                          |*  |04 08 57.7764919920 +35 23 36.098712816|     ~   |12.05    |11.90    |     ~   |     ~   |A              |   3|   0
737 |HD 279597                          |*  |04 14 37.5178209864 +36 04 53.694946200|     ~   |11.96    |11.46    |     ~   |     ~   |A              |   2|   0
738 |HD 281555                          |*  |04 07 54.1583904192 +32 21 52.646924916|     ~   |10.28    |10.26    |     ~   |     ~   |A              |   2|   0
739 |HD 281835                          |*  |04 18 15.0218994600 +33 42 26.411628132|     ~   |12.62    |11.46    |     ~   |     ~   |A              |   2|   0
740 |HD 281746                          |*  |04 14 45.0532002336 +32 33 44.892628704|     ~   |12.17    |11.76    |     ~   |     ~   |A              |   3|   0
741 |HD 281725                          |*  |04 14 23.5233477816 +33 11 12.340194828|     ~   |10.97    |10.42    |10.25    |     ~   |A              |   4|   0
742 |HD 281756                          |*  |04 13 30.5858458320 +32 06 09.603604548|     ~   |11.71    |11.74    |     ~   |     ~   |A              |   3|   0
743 |HD 283449                          |*  |04 12 26.8590 +27 52 36.526            |     ~   |12.23    |12.30    |     ~   |     ~   |A              |   4|   0
744 |HD 283534                          |*  |04 15 48.1523655360 +26 34 00.877324008|     ~   |11.72    |11.56    |     ~   |     ~   |A              |   2|   0
745 |HD 284156                          |*  |04 08 56.2154943768 +23 48 05.677441452|     ~   |11.81    |11.54    |     ~   |     ~   |A              |   4|   0
746 |HD 284182                          |*  |04 09 51.9037265040 +22 51 44.610622524|     ~   |11.93    |11.62    |     ~   |     ~   |A              |   3|   0
747 |HD 283510                          |*  |04 12 30.5410959576 +24 37 27.122475828|     ~   |10       |     ~   |     ~   |     ~   |A              |   3|   0
748 |HD 26910                           |*  |04 16 01.0620960600 +22 58 02.518264992|     ~   |9.05     |8.88     |     ~   |     ~   |A              |   7|   0
749 |HD 284192                          |*  |04 11 41.4254415456 +22 24 40.662433944|     ~   |12.07    |11.23    |     ~   |     ~   |A              |   3|   0
750 |HD 284264                          |*  |04 13 32.0163807216 +20 35 19.132047744|     ~   |12.13    |11.52    |     ~   |     ~   |A              |   2|   0
751 |HD 286617                          |*  |04 11 12.4332840360 +11 36 45.064700388|     ~   |10       |     ~   |     ~   |     ~   |A              |   1|   0
752 |HD 26400                           |*  |04 10 45.7816524408 +07 17 17.167511436|     ~   |9.71     |9.54     |     ~   |     ~   |A              |   5|   0
753 |BPS CS 22169-0031                  |HB*|04 15 14.4660812448 -13 38 44.865282444|     ~   |     ~   |13.2     |     ~   |     ~   |A              |   3|   0
754 |BPS CS 22173-0017                  |HB*|04 08 27.3129041976 -17 01 43.075204716|     ~   |12.93    |12.68    |     ~   |     ~   |A              |   3|   0
755 |BPS CS 30494-0048                  |HB*|04 09 29.4569380728 -19 23 58.775309160|     ~   |13.76    |13.32    |13.30    |     ~   |A              |   1|   0
756 |BPS CS 22173-0036                  |HB*|04 13 56.9153411784 -17 58 38.665296156|     ~   |13.81    |13.59    |     ~   |     ~   |A              |   3|   0
757 |BPS CS 30494-0044                  |HB*|04 11 29.5187101776 -18 13 26.491382904|     ~   |     ~   |13.2     |     ~   |     ~   |A              |   1|   0
758 |BPS CS 30494-0046                  |HB*|04 13 22.4709830064 -18 41 41.244171288|     ~   |     ~   |14.4     |     ~   |     ~   |A              |   1|   0
759 |BPS CS 30494-0047                  |HB*|04 10 40.1369157120 -18 50 52.491014052|     ~   |13.84    |13.44    |13.55    |     ~   |A              |   1|   0
760 |BPS CS 30494-0031                  |HB*|04 07 52.1747793504 -20 21 04.077210348|     ~   |13.14    |12.8     |12.76    |     ~   |A              |   6|   0
761 |BPS CS 30494-0055                  |HB*|04 17 45.9722576904 -21 15 47.688589152|     ~   |12.57    |12.36    |     ~   |     ~   |A              |   1|   0
762 |BPS CS 22177-0005                  |HB*|04 08 03.7867991352 -22 51 59.535379044|     ~   |     ~   |14.4     |     ~   |     ~   |A              |   3|   0
