C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:17

sptype='G'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
750 |HD 95210                           |*  |11 00 27.6980206344 +53 14 05.842363164|     ~   |9.70     |9.24     |     ~   |     ~   |G              |   3|   0
751 |BD+54 1399                         |SB*|10 50 56.6240084496 +53 14 51.193820868|     ~   |     ~   |     ~   |10.2     |     ~   |G              |  33|   0
752 |SBSS 0953+509                      |*  |09 56 33.4414749456 +50 42 22.236041052|     ~   |17.2     |     ~   |16.6     |     ~   |G              |   5|   0
753 |SBSS 0943+507                      |PM*|09 46 30.2792725224 +50 28 10.835412060|     ~   |15.33    |14.93    |     ~   |     ~   |G              |   3|   0
754 |SBSS 0940+512                      |*  |09 44 12.1497704592 +50 58 45.171681204|     ~   |17.1     |     ~   |16.7     |     ~   |G              |   4|   0
755 |HD 72206                           |PM*|08 33 14.0371329360 +41 59 41.499792492|     ~   |9.35     |8.83     |     ~   |     ~   |G              |  12|   0
756 |HD 135047                          |SB*|15 11 41.4178666080 +40 44 47.151519540|     ~   |9.95     |9.31     |     ~   |     ~   |G              |  12|   0
757 |HD 135518                          |*  |15 14 02.6712976344 +41 23 02.161803084|     ~   |9.77     |9.24     |     ~   |     ~   |G              |   3|   0
758 |HD 133891                          |*  |15 05 33.2459765664 +40 02 57.891345072|     ~   |9.94     |9.45     |     ~   |     ~   |G              |   2|   0
759 |HD 134647                          |*  |15 09 40.4832734592 +41 42 10.168970112|     ~   |10.21    |9.79     |9.809    |     ~   |G              |   2|   0
760 |TYC 3047-729-1                     |*  |15 00 22.8131599344 +42 23 20.000883732|     ~   |12.32    |11.66    |     ~   |     ~   |G              |   1|   0
761 |HD 131426                          |PM*|14 52 10.4497289352 +43 40 33.716278452|     ~   |11.21    |10.40    |     ~   |     ~   |G              |   2|   0
762 |HD 131021                          |*  |14 49 55.3578090552 +42 27 48.195074088|     ~   |10.41    |10.04    |     ~   |     ~   |G              |   3|   0
763 |HD 128252                          |*  |14 34 32.7524760048 +45 19 10.419826620|     ~   |11.16    |10.49    |     ~   |     ~   |G              |   5|   0
764 |HD 128059                          |*  |14 33 20.0770326168 +44 21 52.135104996|     ~   |10.78    |10.35    |     ~   |     ~   |G              |   3|   0
765 |HD 129408                          |PM*|14 40 56.4490513296 +45 31 46.193818836|     ~   |10.67    |10.08    |     ~   |     ~   |G              |   4|   0
766 |HD 125261                          |** |14 17 04.3958498470 +45 28 42.706617790|     ~   |10.04    |9.50     |     ~   |     ~   |G              |   7|   0
767 |HS 1356+4939                       |*  |13 58 29.5033845096 +49 24 52.744951440|     ~   |     ~   |     ~   |     ~   |     ~   |G              |   1|   0
768 |HS 1343+5020                       |*  |13 45 29.6 +50 05 30                   |     ~   |     ~   |     ~   |     ~   |     ~   |G              |   1|   0
769 |HS 1344+5000                       |*  |13 46 54.5 +49 46 01                   |     ~   |     ~   |     ~   |     ~   |     ~   |G              |   1|   0
770 |SBSS 1300+514                      |*  |13 02 36.9569070912 +51 09 53.429564664|     ~   |16.43    |15.78    |15.98    |     ~   |G              |   3|   0
771 |HD 233993                          |*  |12 54 35.6538047136 +52 29 31.805824056|     ~   |11.38    |10.98    |     ~   |     ~   |G              |   2|   0
772 |HD 102342                          |*  |11 47 00.7443732816 +53 17 06.905925888|     ~   |9.94     |9.40     |     ~   |     ~   |G              |  20|   0
773 |HD 103767                          |*  |11 57 08.8517548344 +53 19 28.953441912|     ~   |10.16    |9.64     |     ~   |     ~   |G              |   3|   0
774 |HD 96624                           |PM*|11 08 30.2648621808 +52 37 37.811613864|     ~   |     ~   |     ~   |8.8      |     ~   |G              |  26|   0
775 |HD 84297                           |*  |09 45 41.3271049224 +48 03 17.407950408|     ~   |9.82     |9.30     |     ~   |     ~   |G              |   3|   0
776 |HD 81522                           |*  |09 27 36.7184804112 +46 36 56.364445656|     ~   |10.79    |10.35    |     ~   |     ~   |G              |   3|   0
777 |HD 79659                           |*  |09 16 54.1924937976 +45 35 25.706525388|     ~   |11.02    |10.62    |     ~   |     ~   |G              |   3|   0
778 |HD 79764                           |*  |09 17 29.0435765496 +45 39 23.134449096|     ~   |10.93    |10.32    |     ~   |     ~   |G              |   3|   0
779 |HD 82116                           |*  |09 31 21.0254030496 +44 10 50.213642736|     ~   |10.78    |10.38    |     ~   |     ~   |G              |   3|   0
780 |HD 72427                           |PM*|08 34 08.5498970424 +38 16 02.025893928|     ~   |9.75     |9.21     |     ~   |     ~   |G              |   4|   0
781 |HD 132407                          |*  |14 57 42.3039548472 +40 10 31.190524896|     ~   |9.80     |9.41     |     ~   |     ~   |G              |   2|   0
782 |HD 132503                          |PM*|14 58 07.5035350272 +40 49 45.140621916|     ~   |9.96     |9.31     |     ~   |     ~   |G              |  13|   0
783 |HD 129410                          |*  |14 41 09.9479473200 +42 27 54.484293240|     ~   |9.85     |9.33     |9.2      |     ~   |G              |  16|   0
784 |TYC 3041-872-1                     |*  |14 15 38.1066769896 +42 46 06.700290960|     ~   |11.96    |11.05    |     ~   |     ~   |G              |   3|   0
785 |HS 1411+4312                       |*  |14 13 12.4212549744 +42 58 53.728358664|     ~   |19.60    |     ~   |     ~   |     ~   |G              |   1|   0
786 |BD+49 2148                         |*  |12 31 40.8737019960 +48 23 59.640653724|     ~   |11.98    |11.43    |     ~   |     ~   |G              |   1|   0
787 |HS 1209+4807                       |*  |12 12 05.7952953768 +47 50 40.869539952|     ~   |     ~   |     ~   |     ~   |     ~   |G              |   1|   0
788 |CSI+48-11431                       |*  |11 45 42.0 +47 55 00                   |     ~   |     ~   |11.4     |     ~   |     ~   |G              |   0|   0
789 |BD+48 1901                         |*  |10 56 11.7684373824 +48 01 03.950287716|     ~   |10.19    |9.55     |     ~   |     ~   |G              |   2|   0
790 |HD 91634                           |*  |10 35 50.2529793792 +47 01 29.487098352|     ~   |9.80     |9.34     |     ~   |     ~   |G              |   2|   0
791 |HD 90223                           |*  |10 25 52.1318426616 +46 27 50.636675484|     ~   |9.90     |9.41     |     ~   |     ~   |G              |   2|   0
792 |HD 82424                           |*  |09 33 12.0925065672 +43 45 01.951608312|     ~   |10.95    |10.36    |     ~   |     ~   |G              |   2|   0
793 |HD 83022                           |*  |09 36 53.3507441904 +43 12 54.846986688|     ~   |10.69    |10.20    |     ~   |     ~   |G              |   2|   0
794 |BD+40 2122                         |*  |08 55 32.2853491416 +39 38 10.106944836|     ~   |12.18    |11.70    |     ~   |     ~   |G              |   2|   0
795 |HD 132717                          |PM*|14 59 22.8577675944 +36 30 04.100625972|     ~   |9.89     |9.42     |     ~   |     ~   |G              |   2|   0
796 |HD 119245                          |*  |13 41 12.6499017216 +44 04 37.940672964|     ~   |9.57     |8.97     |     ~   |     ~   |G              |  12|   0
797 |TYC 3460-1171-1                    |*  |13 09 10.4116657392 +45 22 26.799879144|     ~   |12.56    |11.76    |     ~   |     ~   |G              |   3|   0
798 |HS 1158+4600                       |*  |12 00 46.7 +45 44 09                   |     ~   |     ~   |     ~   |     ~   |     ~   |G              |   1|   0
799 |CSI+47-11407                       |*  |11 43 24.0 +47 32 00                   |     ~   |     ~   |11.7     |     ~   |     ~   |G              |   0|   0
800 |CSI+47-11450                       |*  |11 47 30.0 +47 32 00                   |     ~   |     ~   |11.9     |     ~   |     ~   |G              |   0|   0
801 |HD 101468                          |PM*|11 40 47.0544545280 +46 08 14.842334868|     ~   |9.77     |9.28     |     ~   |     ~   |G              |   2|   0
802 |HD 99774                           |*  |11 29 01.2098835072 +45 43 39.819239904|     ~   |9.97     |9.41     |     ~   |     ~   |G              |   4|   0
803 |HD 100820                          |*  |11 36 33.6398096976 +45 40 24.008487276|     ~   |10.17    |9.76     |     ~   |     ~   |G              |   4|   0
804 |HD 98879                           |PM*|11 23 16.6004021496 +45 50 05.826378552|     ~   |10.21    |9.62     |     ~   |     ~   |G              |   5|   0
805 |HD 82086                           |PM*|09 30 58.3511030328 +40 38 34.092905784|     ~   |9.68     |9.22     |     ~   |     ~   |G              |   3|   0
806 |BD+40 2222                         |*  |09 34 08.7268981800 +40 10 43.729583484|     ~   |12.25    |11.84    |     ~   |     ~   |G              |   1|   0
807 |AG+40 1074                         |*  |09 35 23.6166889992 +39 57 26.350591968|     ~   |8.41     |8.03     |     ~   |     ~   |G              |  25|   0
808 |TYC 2984-904-1                     |*  |09 18 25.8302903136 +38 51 43.173698292|     ~   |12.28    |10.98    |     ~   |     ~   |G              |   1|   0
809 |HD 80115                           |PM*|09 19 04.1392962888 +38 35 55.030128036|     ~   |9.54     |9.11     |     ~   |     ~   |G              |   4|   0
810 |HD 81004                           |*  |09 24 14.1360808128 +38 42 52.531027992|     ~   |9.58     |9.18     |     ~   |     ~   |G              |   4|   0
811 |BD+36 1892                         |*  |08 59 44.4259930656 +36 06 50.939993484|     ~   |12.3     |11.4     |     ~   |     ~   |G              |   0|   0
812 |BD+37 1945                         |*  |09 08 27.1832995296 +36 32 58.949585232|     ~   |11.68    |10.61    |     ~   |     ~   |G              |   0|   0
813 |HD 19176                           |*  |03 05 25.3007009280 +13 38 27.951149832|     ~   |10.63    |10.10    |     ~   |     ~   |G              |   2|   0
814 |TYC 641-318-1                      |PM*|03 02 49.3510563600 +08 29 39.400005120|     ~   |10.65    |10.04    |     ~   |     ~   |G              |   1|   0
815 |TYC 61-1165-1                      |*  |03 01 17.0035966392 +05 00 02.535980292|     ~   |12.06    |11.51    |     ~   |     ~   |G              |   2|   0
816 |BD+02 475                          |*  |03 05 54.0838460424 +02 34 17.319265428|     ~   |11.97    |11.164   |     ~   |     ~   |G              |   5|   0
817 |BD-05 570                          |PM*|03 04 53.9596497192 -05 08 24.711755568|     ~   |10.544   |10.000   |     ~   |     ~   |G              |   7|   0
818 |BD-05 590                          |*  |03 10 09.8406934680 -05 18 24.373365732|     ~   |10.88    |10.31    |     ~   |     ~   |G              |   6|   0
819 |HD 18848                           |PM*|03 01 08.9006817720 -26 27 40.615172928|     ~   |10.92    |10.43    |     ~   |     ~   |G              |   4|   0
820 |HD 278429                          |*  |03 12 34.9943784120 +32 57 25.532198244|     ~   |11.45    |10.19    |     ~   |     ~   |G              |   2|   0
821 |BD+09 424                          |PM*|03 19 56.3218945896 +09 37 54.667802532|     ~   |12.02    |11.36    |     ~   |     ~   |G              |   2|   0
822 |BD+03 455                          |*  |03 18 44.6274362208 +03 38 45.359596212|     ~   |11.48    |10.70    |     ~   |     ~   |G              |   1|   0
823 |TYC 59-496-1                       |*  |03 18 44.3340112416 +03 39 44.719317900|     ~   |11.52    |10.97    |     ~   |     ~   |G              |   1|   0
824 |HD 275405                          |*  |03 29 19.1354407368 +38 20 51.689499648|     ~   |12.21    |11.39    |     ~   |     ~   |G              |   2|   0
825 |HD 275329                          |*  |03 25 28.1199103968 +37 38 53.028492180|     ~   |12.05    |11.12    |     ~   |     ~   |G              |   3|   0
826 |HD 278718                          |*  |03 30 07.1833065144 +35 58 07.508644608|     ~   |11.14    |10.45    |     ~   |     ~   |G              |   2|   0
827 |HD 278593                          |*  |03 25 28.7818664076 +34 33 33.125001696|     ~   |11.84    |11.44    |     ~   |     ~   |G              |   2|   0
828 |HD 278682                          |*  |03 28 48.6407660832 +33 28 25.469059908|     ~   |11.40    |10.91    |     ~   |     ~   |G              |   2|   0
829 |BD+08 512                          |*  |03 24 59.9152578744 +08 34 16.315800096|     ~   |11.50    |10.74    |     ~   |     ~   |G              |   3|   0
830 |HD 21323                           |*  |03 26 22.4897524752 -01 34 38.282806704|     ~   |10.97    |10.37    |     ~   |     ~   |G              |   3|   0
831 |HD 275741                          |*  |03 43 29.4161640000 +39 03 48.995610516|     ~   |11.45    |10.82    |     ~   |     ~   |G              |   2|   0
832 |HD 275662                          |*  |03 37 55.5540634200 +38 25 22.054119924|     ~   |11.71    |11.42    |     ~   |     ~   |G              |   3|   0
833 |HD 278886                          |*  |03 41 07.8839599272 +37 00 33.538338144|     ~   |11.79    |11.28    |     ~   |     ~   |G              |   2|   0
834 |HD 275684                          |*  |03 38 48.44 +37 40 32.6                |     ~   |10       |     ~   |     ~   |     ~   |G              |   1|   0
835 |HD 275771                          |*  |03 42 15.5442282216 +37 22 30.168426828|     ~   |11.57    |11.09    |     ~   |     ~   |G              |   2|   0
836 |HD 278792                          |*  |03 34 39.2722507872 +35 59 04.821563688|     ~   |12.53    |11.07    |     ~   |     ~   |G              |   2|   0
837 |HD 278799                          |*  |03 35 18.1248125472 +35 34 44.787373212|     ~   |11.48    |10.84    |     ~   |     ~   |G              |   2|   0
838 |HD 278898                          |*  |03 40 22.4863081680 +35 46 44.242502736|     ~   |12.00    |11.14    |     ~   |     ~   |G              |   3|   0
839 |HD 278903                          |PM*|03 41 04.5063765024 +35 23 24.878890464|     ~   |12.32    |11.27    |     ~   |     ~   |G              |   2|   0
840 |HD 278848                          |*  |03 38 00.0311465184 +35 44 21.800927184|     ~   |12.08    |11.83    |     ~   |     ~   |G              |   2|   0
841 |HD 278928                          |*  |03 41 43.7402143872 +33 49 21.425310516|     ~   |10       |     ~   |     ~   |     ~   |G              |   1|   0
842 |HD 22815                           |PM*|03 40 56.8940972952 +26 19 37.291145988|     ~   |10.41    |9.83     |     ~   |     ~   |G              |   3|   0
843 |HD 23092                           |*  |03 43 20.3290764168 +25 35 58.474608864|     ~   |10.18    |9.68     |     ~   |     ~   |G              |   2|   0
844 |HD 23154                           |*  |03 43 46.6739040816 +25 24 48.061104588|     ~   |10.42    |9.93     |     ~   |     ~   |G              |   6|   0
845 |HD 23170                           |SB*|03 43 50.6725307472 +25 16 08.353226460|     ~   |10.176   |9.645    |     ~   |8.972    |G              |  15|   0
846 |HD 22320                           |PM*|03 36 20.4209661792 +21 50 00.585345984|     ~   |10.29    |9.59     |     ~   |     ~   |G              |   3|   0
847 |HD 22680                           |*  |03 39 41.1749131870 +23 17 27.172715860|     ~   |10.447   |9.930    |9.55     |9.294    |G              |  53|   0
848 |HD 22168                           |PM*|03 34 49.2791600256 +16 07 38.788623264|     ~   |9.04     |8.53     |     ~   |     ~   |G              |  10|   0
849 |HD 22670                           |Er*|03 39 04.4575381464 +09 39 10.236089700|     ~   |9.69     |9.03     |     ~   |     ~   |G              |  34|   0
850 |BD+07 527                          |PM*|03 39 15.3538874496 +08 04 51.146010804|     ~   |12.12    |11.28    |     ~   |     ~   |G              |   1|   0
851 |BD+04 567                          |*  |03 39 30.4336105056 +04 47 40.672354992|     ~   |11.47    |10.98    |     ~   |     ~   |G              |   1|   0
852 |[AUO2003] J033508.14-150454.0      |*  |03 35 08.14 -15 04 54.0                |     ~   |     ~   |     ~   |     ~   |     ~   |G              |   1|   0
853 |HD 275865                          |*  |03 49 42.8800083576 +40 04 24.903089580|     ~   |12.07    |11.79    |     ~   |     ~   |G              |   2|   0
854 |BD+38 805                          |*  |03 47 12.8077099200 +39 11 08.483993844|     ~   |10.31    |8.99     |     ~   |     ~   |G              |   1|   0
855 |HD 275817                          |*  |03 45 11.7237372024 +38 40 09.127013196|     ~   |11.50    |10.76    |     ~   |     ~   |G              |   2|   0
856 |EM* LkHA 273                       |Em*|03 49 15.7513296984 +38 56 37.375317276|     ~   |16.20    |15.27    |     ~   |     ~   |G              |  14|   0
857 |HD 275938                          |*  |03 55 45.0169726848 +39 45 31.532713992|     ~   |11.66    |11.29    |     ~   |     ~   |G              |   2|   0
858 |HD 275944                          |*  |03 53 33.6042434280 +38 58 48.545897844|     ~   |11.54    |11.12    |     ~   |     ~   |G              |   2|   0
859 |HD 275942                          |PM*|03 53 23.7692512992 +39 14 08.270767536|     ~   |11.67    |10.99    |     ~   |     ~   |G              |   2|   0
860 |HD 275876                          |*  |03 49 05.4681865248 +39 00 31.576760856|     ~   |11.64    |11.11    |     ~   |     ~   |G              |   2|   0
861 |HD 275889                          |PM*|03 49 26.6242882152 +38 27 23.690864700|     ~   |11.57    |11.18    |     ~   |     ~   |G              |   2|   0
862 |HD 275950                          |*  |03 55 21.3492113928 +37 48 04.003490052|     ~   |12.06    |11.07    |     ~   |     ~   |G              |   2|   0
863 |HD 275836                          |*  |03 48 28.6383088560 +37 35 06.639359964|     ~   |12.01    |11.41    |     ~   |     ~   |G              |   2|   0
864 |HD 278975                          |PM*|03 45 30.2503088976 +34 44 05.147761920|     ~   |12.59    |11.45    |     ~   |     ~   |G              |   2|   0
865 |HD 279100                          |*  |03 51 45.3601053504 +34 53 22.501267008|     ~   |10.25    |9.88     |     ~   |     ~   |G              |   4|   0
866 |HD 24051                           |PM*|03 51 25.7441593080 +37 26 38.201602236|11.13    |9.30     |8.89     |     ~   |     ~   |G              |  11|   0
867 |HD 279181                          |SB*|03 56 01.1901709560 +34 41 26.625807492|     ~   |12.13    |10.81    |     ~   |     ~   |G              |   2|   0
868 |HD 281219                          |*  |03 49 02.1617973192 +32 42 08.649117072|     ~   |10       |     ~   |     ~   |     ~   |G              |   5|   0
869 |HD 279194                          |*  |03 56 06.6765056472 +33 51 09.036746460|     ~   |11.61    |11.00    |     ~   |     ~   |G              |   2|   0
870 |HD 279204                          |*  |03 55 37.8871122624 +33 01 15.428088480|     ~   |11.79    |11.56    |     ~   |     ~   |G              |   2|   0
871 |HD 281260                          |*  |03 47 19.2779525712 +29 31 22.765960380|     ~   |11.93    |11.08    |     ~   |     ~   |G              |   2|   0
872 |HD 281314                          |EB*|03 53 55.21 +30 35 28.2                |     ~   |10       |     ~   |     ~   |     ~   |G              |   2|   0
873 |HD 282918                          |*  |03 45 58.8029104536 +27 58 56.899420896|     ~   |11.62    |11.23    |     ~   |     ~   |G              |   2|   0
874 |HD 282978                          |*  |03 50 18.0878048064 +28 21 55.747403856|     ~   |11.79    |11.03    |     ~   |     ~   |G              |   2|   0
875 |HD 281269                          |*  |03 50 31.2893023344 +29 18 50.948453268|     ~   |11.90    |11.57    |     ~   |     ~   |G              |   2|   0
876 |HD 281339                          |SB*|03 52 28.0037553552 +29 14 26.378621268|     ~   |12.45    |11.61    |     ~   |     ~   |G              |   2|   0
877 |HD 281343                          |*  |03 54 47.1952765992 +29 06 36.623935368|     ~   |12.36    |11.64    |     ~   |     ~   |G              |   2|   0
878 |HD 281326                          |*  |03 55 24.5238010536 +29 38 05.074701324|     ~   |12.06    |11.92    |     ~   |     ~   |G              |   2|   0
879 |HD 23440                           |*  |03 46 04.2 +24 59 52                   |     ~   |10.0     |10.9     |     ~   |     ~   |G              |   3|   0
880 |HD 23500                           |*  |03 46 32.1808510920 +24 52 14.011967208|     ~   |10.31    |9.87     |     ~   |     ~   |G              |  10|   0
881 |HD 24613                           |*  |03 55 48.8574737400 +26 36 45.880937316|     ~   |9.69     |9.23     |     ~   |     ~   |G              |   2|   0
882 |HD 282946                          |PM*|03 49 04.7610256704 +26 26 35.530198908|     ~   |11.62    |10.77    |     ~   |     ~   |G              |   3|   0
883 |HD 24027                           |*  |03 50 34.3672860792 +24 47 29.675332860|     ~   |10.62    |10.22    |     ~   |     ~   |G              |  12|   0
884 |HD 283045                          |*  |03 53 42.9303479256 +26 00 59.307188436|     ~   |11.95    |11.06    |     ~   |     ~   |G              |   2|   0
885 |HD 283148                          |*  |03 54 14.4148979112 +25 08 51.730049688|     ~   |11.21    |10.69    |     ~   |     ~   |G              |   6|   0
886 |HD 24243                           |*  |03 52 20.2245496656 +22 11 13.168997736|     ~   |10.40    |9.90     |     ~   |     ~   |G              |   4|   0
887 |HD 285228                          |*  |03 55 51.3480189792 +19 46 46.079801976|     ~   |11.64    |10.97    |     ~   |     ~   |G              |   4|   0
888 |CCDM J03532-0150BC                 |** |03 53 09.691 -01 50 17.79              |     ~   |10.87    |10.03    |     ~   |     ~   |G              |   3|   0
889 |HD 276040                          |*  |04 05 26.1764538816 +41 13 07.389443460|     ~   |11.51    |11.09    |     ~   |     ~   |G              |   3|   0
890 |HD 276026                          |*  |04 03 09.6998654592 +40 10 04.908465228|     ~   |12.03    |11.32    |     ~   |     ~   |G              |   3|   0
891 |HD 279240                          |*  |03 59 24.4066519104 +35 41 13.232588676|     ~   |11.90    |11.29    |     ~   |     ~   |G              |   2|   0
892 |HD 25321                           |*  |04 02 54.9442836240 +37 57 34.917715260|11.42    |9.49     |9.09     |     ~   |     ~   |G              |   3|   0
893 |HD 279291                          |*  |04 02 27.4850111280 +36 04 43.099784616|     ~   |12.25    |11.40    |     ~   |     ~   |G              |   2|   0
894 |HD 279359                          |*  |04 06 05.3556117408 +35 52 47.270534664|     ~   |12.21    |11.66    |     ~   |     ~   |G              |   2|   0
895 |HD 281358                          |*  |03 57 41.1595027272 +32 52 56.463525732|     ~   |11.58    |11.00    |     ~   |     ~   |G              |   5|   0
896 |HD 279400                          |*  |04 03 46.1401062216 +34 25 31.039915440|     ~   |12.00    |11.26    |     ~   |     ~   |G              |   2|   0
897 |HD 281374                          |*  |03 57 14.1604859328 +32 09 19.577562840|     ~   |12.50    |11.63    |     ~   |     ~   |G              |   2|   0
898 |HD 281440                          |*  |03 59 09.4686430032 +29 02 25.863276804|     ~   |12.36    |11.30    |     ~   |     ~   |G              |   2|   0
899 |HD 283199                          |*  |03 58 57.0486582816 +27 52 51.391535808|     ~   |11.83    |11.18    |     ~   |     ~   |G              |   2|   0
900 |HD 283288                          |*  |04 02 53.7747320544 +28 26 03.860378340|     ~   |12.39    |11.45    |     ~   |     ~   |G              |   2|   0
901 |HD 283194                          |*  |04 00 07.1160879864 +28 08 56.374383228|     ~   |12.82    |12.09    |     ~   |     ~   |G              |   2|   0
902 |HD 281599                          |*  |04 04 31.4303200296 +29 37 20.512844076|     ~   |12.16    |11.53    |     ~   |     ~   |G              |   2|   0
903 |HD 281513                          |*  |04 03 02.2509096432 +29 02 56.795229708|     ~   |12.40    |11.38    |     ~   |     ~   |G              |   2|   0
904 |HD 283204                          |PM*|04 00 37.9307411568 +27 39 40.232751480|     ~   |11.68    |11.12    |     ~   |     ~   |G              |   2|   0
905 |HD 283316                          |*  |04 04 26.8659670056 +27 00 54.006899472|     ~   |11.93    |11.32    |     ~   |     ~   |G              |   2|   0
906 |HD 283224                          |*  |04 00 25.7544778704 +26 51 47.999819592|     ~   |11.70    |10.49    |     ~   |     ~   |G              |   2|   0
907 |HD 283241                          |*  |03 59 52.9469968464 +26 18 21.691500264|     ~   |12.47    |11.76    |     ~   |     ~   |G              |   4|   0
908 |HD 25078                           |PM*|03 59 53.7704840160 +23 13 01.236281916|     ~   |9.74     |9.24     |     ~   |     ~   |G              |   3|   0
909 |HD 25110                           |*  |04 00 08.0584561752 +23 23 55.313109384|     ~   |9.81     |9.11     |     ~   |     ~   |G              |   6|   0
910 |HD 285275                          |*  |03 58 53.5856705928 +19 32 29.977957176|     ~   |11.44    |10.98    |     ~   |     ~   |G              |   3|   0
911 |HD 285384                          |SB*|04 03 14.5865137560 +16 53 10.878776124|     ~   |12.46    |11.48    |     ~   |     ~   |G              |   4|   0
912 |HD 285424                          |*  |04 04 54.1925971824 +15 13 06.873380076|     ~   |12.27    |11.64    |     ~   |     ~   |G              |   3|   0
913 |HD 285432                          |*  |04 05 07.7602178544 +14 56 18.564504540|     ~   |10       |     ~   |     ~   |     ~   |G              |   1|   0
914 |HD 286509                          |*  |04 07 27.6860344536 +12 37 59.702224584|     ~   |12.51    |12.04    |     ~   |     ~   |G              |   4|   0
915 |HD 25101                           |** |03 59 40.0389 +11 28 25.865            |     ~   |10.20    |9.62     |     ~   |     ~   |G              |   6|   0
916 |BD+05 571                          |*  |03 58 27.2409525792 +05 58 20.204221872|     ~   |11.46    |10.80    |     ~   |     ~   |G              |   1|   0
917 |BD+06 612                          |*  |03 59 31.7432468832 +06 52 50.994637896|     ~   |11.52    |11.11    |     ~   |     ~   |G              |   1|   0
918 |BD+00 691                          |*  |04 04 32.7660123528 +00 39 49.666113288|     ~   |11.99    |10.84    |     ~   |     ~   |G              |   4|   0
919 |HD 276195                          |*  |04 17 13.8062100120 +40 42 16.070610564|     ~   |10.80    |10.40    |     ~   |     ~   |G              |   2|   0
920 |HD 276149                          |*  |04 15 03.2437538256 +39 25 09.763826556|     ~   |12.00    |11.53    |     ~   |     ~   |G              |   2|   0
921 |HD 279664                          |*  |04 16 37.3458813696 +36 48 33.398343972|     ~   |11.55    |11.26    |     ~   |     ~   |G              |   2|   0
922 |HD 279577                          |*  |04 15 32.2371527088 +36 59 43.647690516|     ~   |11.81    |11.41    |     ~   |     ~   |G              |   2|   0
923 |HD 279532                          |*  |04 10 31.6432638624 +34 53 59.197581168|     ~   |11.97    |11.47    |     ~   |     ~   |G              |   2|   0
924 |HD 279544                          |*  |04 08 55.8699225528 +34 32 05.300268288|     ~   |12.22    |11.55    |     ~   |     ~   |G              |   2|   0
925 |HD 279472                          |*  |04 09 23.9438982576 +34 07 32.487389328|     ~   |11.45    |11.14    |     ~   |     ~   |G              |   2|   0
926 |HD 279605                          |*  |04 14 51.4492940544 +35 32 59.139844548|     ~   |10       |     ~   |     ~   |     ~   |G              |   1|   0
927 |HD 279620                          |*  |04 14 37.4711244072 +35 01 21.165366468|     ~   |11.78    |11.38    |     ~   |     ~   |G              |   2|   0
928 |HD 279628                          |*  |04 15 49.6226362392 +34 32 19.713529788|     ~   |11.94    |11.47    |     ~   |     ~   |G              |   2|   0
929 |HD 281708                          |*  |04 12 57.2324560944 +33 37 17.415186096|     ~   |12.09    |11.57    |     ~   |     ~   |G              |   2|   0
930 |HD 281574                          |*  |04 07 46.9153906584 +31 58 13.677345444|     ~   |10       |     ~   |     ~   |     ~   |G              |   1|   0
931 |HD 281659                          |*  |04 10 29.1416458368 +32 05 37.364597808|     ~   |12.24    |11.40    |     ~   |     ~   |G              |   2|   0
932 |HD 281662                          |*  |04 08 40.6981666584 +31 49 02.204118048|     ~   |12.64    |11.68    |     ~   |     ~   |G              |   2|   0
933 |HD 281848                          |*  |04 17 23.8227370080 +33 05 44.802055752|     ~   |11.81    |11.15    |     ~   |     ~   |G              |   2|   0
934 |HD 281727                          |*  |04 13 05.5643581632 +33 12 38.940472440|     ~   |11.84    |11.03    |     ~   |     ~   |G              |   2|   0
935 |HD 281734                          |*  |04 13 44.2420025136 +32 57 39.985121340|     ~   |11.96    |11.31    |     ~   |     ~   |G              |   2|   0
936 |HD 281769                          |*  |04 13 32.5006973472 +32 00 10.991806848|     ~   |10       |     ~   |     ~   |     ~   |G              |   1|   0
937 |HD 281767                          |*  |04 13 56.0448442128 +31 49 05.763260784|     ~   |12.18    |11.19    |     ~   |     ~   |G              |   2|   0
938 |HD 281687                          |*  |04 09 59.6452694016 +29 29 25.250253648|     ~   |10       |     ~   |     ~   |     ~   |G              |   1|   0
939 |HD 283388                          |*  |04 08 40.4174697408 +27 25 13.231813692|     ~   |11.86    |11.57    |     ~   |     ~   |G              |   2|   0
940 |HD 283529                          |*  |04 15 39.2522394960 +26 53 08.872938744|     ~   |12.00    |11.69    |     ~   |     ~   |G              |   2|   0
941 |HD 283455                          |*  |04 12 04.9962554832 +27 29 29.307330492|     ~   |11.87    |11.31    |     ~   |     ~   |G              |   2|   0
942 |HD 284172                          |*  |04 08 07.4957580288 +23 16 21.146885256|     ~   |12.53    |12.20    |     ~   |     ~   |G              |   2|   0
943 |HD 284133                          |*  |04 07 38.7285642384 +22 42 18.833142600|     ~   |11.98    |10.91    |     ~   |     ~   |G              |   2|   0
944 |HD 283555                          |*  |04 17 04.8973627416 +24 12 27.993709548|     ~   |11.97    |11.42    |     ~   |     ~   |G              |   3|   0
