C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:36

sptype='M'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
740 |HD 315046                          |*  |18 03 48.1689456816 -24 42 42.198201648|     ~   |11.87    |10.31    |     ~   |     ~   |M              |   4|   0
741 |V* V3899 Sgr                       |Or*|18 02 47.8593205944 -23 19 02.001905940|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
742 |V* V6377 Sgr                       |Mi*|18 20 24.0016053072 -23 56 43.378012032|     ~   |     ~   |     ~   |12.82    |     ~   |M              |   2|   0
743 |HD 314505                          |*  |18 24 27.6890218896 -22 38 03.418212840|     ~   |12.70    |11.03    |     ~   |     ~   |M              |   2|   0
744 |V* V2571 Sgr                       |Mi*|18 30 49.4404517496 -23 05 51.916389900|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   6|   0
745 |HD 358625                          |LP?|20 58 01.2328829808 -17 00 18.267178212|     ~   |12.58    |10.81    |     ~   |     ~   |M              |   2|   0
746 |V* V1275 Oph                       |Mi*|17 03 01.2890415744 -19 10 37.954955748|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   4|   0
747 |V* V1259 Oph                       |Mi*|17 02 38.9140394544 -21 20 26.244690720|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
748 |V* V1352 Oph                       |LP*|17 05 51.8617848528 -19 36 51.199691544|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
749 |V* V1359 Oph                       |Mi*|17 06 12.5414742096 -20 51 55.952060220|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
750 |V* V1342 Oph                       |LP*|17 05 38.2769156064 -21 02 20.546244888|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
751 |V* V1310 Oph                       |LP*|17 04 37.3453248360 -20 53 29.014423980|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
752 |V* V1300 Oph                       |LP*|17 04 16.5830703528 -20 56 13.610499900|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
753 |V* V1297 Oph                       |LP*|17 04 06.1284211872 -20 33 23.606971488|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
754 |V* V1633 Oph                       |LP*|17 13 37.5967087536 -19 56 41.773263792|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
755 |V* V1481 Oph                       |Mi*|17 09 37.5409997448 -20 01 00.901597620|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   4|   0
756 |V* V1476 Oph                       |Mi*|17 09 28.1924570040 -19 31 31.301650560|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   4|   0
757 |V* V1422 Oph                       |LP*|17 07 58.6602884784 -19 37 06.485978856|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   4|   0
758 |V* V1639 Oph                       |LP*|17 13 41.4603727560 -20 50 17.592515088|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
759 |V* V1554 Oph                       |Mi*|17 11 49.0538353824 -20 50 48.390435852|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   4|   0
760 |V* V1552 Oph                       |LP*|17 11 43.9686536808 -20 38 56.528766456|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
761 |V* V1534 Oph                       |Mi*|17 11 17.5607691935 -20 50 37.230545148|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
762 |V* V1451 Oph                       |Mi*|17 08 57.0873821664 -21 37 14.200271976|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
763 |V* V1441 Oph                       |Mi*|17 08 37.0322579952 -20 32 26.028072168|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
764 |V* V1392 Oph                       |LP*|17 07 05.5291514688 -20 35 14.526529080|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
765 |V* V1728 Oph                       |LP*|17 16 16.2997763064 -19 32 38.258246508|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
766 |V* V1784 Oph                       |LP*|17 17 29.9234027136 -20 04 16.726866096|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   4|   0
767 |V* V1692 Oph                       |LP*|17 15 14.9599238208 -21 03 20.516462748|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
768 |V* V1837 Oph                       |LP*|17 18 52.8273758088 -19 43 36.600249324|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
769 |V* V1900 Oph                       |LP*|17 20 36.2489175744 -21 02 35.766078828|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   4|   0
770 |HD 314052                          |*  |18 15 32.5902583920 -20 54 19.592736372|     ~   |11.24    |9.59     |     ~   |     ~   |M              |   5|   0
771 |HD 314460                          |*  |18 25 00.7375367184 -21 39 28.769735016|     ~   |10       |     ~   |     ~   |     ~   |M              |   1|   0
772 |V* V2542 Sgr                       |Mi*|18 24 25.2583982856 -22 18 19.330663536|     ~   |     ~   |11.65    |     ~   |     ~   |M              |   5|   0
773 |V* V2573 Sgr                       |Mi*|18 31 15.0236118454 -21 47 34.448299543|     ~   |     ~   |     ~   |15.227   |     ~   |M              |   4|   0
774 |V* V2600 Sgr                       |LP*|18 37 18.3131972592 -21 29 19.101242652|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   6|   0
775 |HD 358587                          |*  |20 58 12.2192204664 -15 44 03.391410120|     ~   |11.940   |10.540   |     ~   |     ~   |M              |   6|   0
776 |V* V1264 Oph                       |LP*|17 02 35.9817494664 -18 29 00.546739224|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
777 |V* V1335 Oph                       |Mi*|17 05 15.6385410552 -18 34 59.158617672|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   4|   0
778 |V* V1317 Oph                       |LP*|17 04 45.7672751040 -18 07 45.373046268|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
779 |V* V1670 Oph                       |LP*|17 14 24.5078202960 -17 42 06.532859232|     ~   |     ~   |15.600   |     ~   |     ~   |M              |   4|   0
780 |V* V1651 Oph                       |LP*|17 13 52.4593519416 -17 55 09.810128604|     ~   |16.7     |16.000   |12.7     |     ~   |M              |   3|   0
781 |V* V1602 Oph                       |Mi*|17 12 41.6752426560 -17 38 15.787560048|     ~   |15.4     |14.800   |13.7     |     ~   |M              |   6|   0
782 |V* V1580 Oph                       |LP*|17 12 11.1712883928 -17 25 54.851383236|     ~   |16.5     |16.500   |14.2     |     ~   |M              |   4|   0
783 |V* V1413 Oph                       |Mi*|17 07 37.5933887976 -17 55 06.813212880|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
784 |V* V1412 Oph                       |LP*|17 07 33.1808395056 -17 48 00.163575828|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
785 |V* V1393 Oph                       |LP*|17 07 02.9571202800 -17 24 48.472027560|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
786 |V* V1675 Oph                       |LP*|17 14 38.1660629040 -18 39 03.925649808|     ~   |15.8     |14.700   |12.4     |     ~   |M              |   4|   0
787 |V* V1654 Oph                       |LP*|17 13 56.1343404504 -18 22 09.502247892|     ~   |15.6     |15.200   |12.1     |     ~   |M              |   4|   0
788 |V* V1632 Oph                       |Mi*|17 13 35.0735490720 -19 10 57.405436824|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
789 |V* V1626 Oph                       |Mi*|17 13 19.9797794760 -18 13 05.064712788|     ~   |17.1     |16.400   |14.9     |     ~   |M              |   4|   0
790 |V* V1623 Oph                       |LP*|17 13 09.0458919840 -18 21 08.006234868|     ~   |14.4     |14.600   |11.9     |     ~   |M              |   5|   0
791 |V* V1612 Oph                       |LP*|17 12 58.3759531392 -18 22 21.095324184|     ~   |16.4     |15.800   |13.3     |     ~   |M              |   3|   0
792 |V* V1606 Oph                       |LP*|17 12 47.7773784072 -19 03 36.779220000|     ~   |13.7     |14.700   |11.7     |     ~   |M              |   3|   0
793 |V* V1421 Oph                       |LP*|17 07 56.5556630784 -18 48 40.060699920|     ~   |12.89    |11.05    |10.88    |     ~   |M              |   3|   0
794 |V* V1767 Oph                       |Mi*|17 17 00.8159487216 -17 07 46.068462012|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
795 |V* V1743 Oph                       |LP*|17 16 30.4876739904 -17 23 32.774742816|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
796 |V* V1754 Oph                       |Mi*|17 16 45.5109083376 -18 30 45.094451724|     ~   |19.1     |15.300   |17.8     |     ~   |M              |   3|   0
797 |V* V1750 Oph                       |LP*|17 16 39.8733498528 -18 23 22.948774188|     ~   |17.3     |16.600   |14.3     |     ~   |M              |   5|   0
798 |V* V1718 Oph                       |LP*|17 15 54.8233966944 -18 19 14.961525420|     ~   |17.5     |16.800   |14.5     |     ~   |M              |   3|   0
799 |V* V1713 Oph                       |LP*|17 15 46.1408804808 -18 32 10.580667432|     ~   |16.3     |16.100   |13.9     |     ~   |M              |   4|   0
800 |V* V1830 Oph                       |LP*|17 18 42.4702243200 -17 12 07.513098012|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   4|   0
801 |V* V1824 Oph                       |LP*|17 18 33.4659225720 -18 01 19.279409340|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
802 |V* V1909 Oph                       |LP*|17 20 40.4661945024 -18 39 23.701538088|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
803 |V* V1882 Oph                       |LP*|17 19 56.7539602920 -18 04 54.308245116|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
804 |V* V1872 Oph                       |LP*|17 19 51.4026520752 -18 49 33.070202580|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   4|   0
805 |HD 312474                          |*  |18 02 15.7058849640 -18 11 55.076890560|     ~   |12.09    |10.31    |     ~   |     ~   |M              |   2|   0
806 |HD 312620                          |*  |18 07 59.7856130592 -17 51 07.988887764|     ~   |12.07    |10.28    |     ~   |     ~   |M              |   2|   0
807 |BD-17 5074                         |LP?|18 13 44.4431259744 -17 09 25.166538360|     ~   |10.38    |8.81     |     ~   |     ~   |M              |   2|   0
808 |HD 313127                          |*  |18 21 29.4298150008 -17 40 25.794367104|     ~   |11.28    |10.13    |     ~   |     ~   |M              |   2|   0
809 |HD 312999                          |*  |18 18 46.0727499024 -17 20 50.279541324|     ~   |11.13    |9.45     |     ~   |     ~   |M              |   2|   0
810 |HD 313266                          |*  |18 24 34.9923569328 -18 02 42.261430452|     ~   |11.68    |10.13    |     ~   |     ~   |M              |   2|   0
811 |BD-17 5238                         |*  |18 34 12.4087094880 -17 41 41.191877724|     ~   |11.1     |9.23     |     ~   |     ~   |M              |  12|   0
812 |V* DT Aqr                          |LP*|20 49 41.7178557192 -14 25 07.596362856|     ~   |11.54    |10.34    |     ~   |     ~   |M              |   2|   0
813 |BD-14 5476                         |*  |19 37 29.2900589256 -14 28 17.031654012|     ~   |11.325   |10.244   |     ~   |     ~   |M              |   7|   0
814 |BD-15 5419                         |*  |19 39 35.9322686688 -15 22 20.189227476|     ~   |11.61    |10.00    |     ~   |     ~   |M              |   3|   0
815 |[LDB2002] 805                      |AB?|19 45 20.588 -14 54 10.75              |     ~   |     ~   |     ~   |22.05    |     ~   |M              |   3|   1
816 |IRC -10426                         |*  |18 29 01.9593356208 -11 31 38.392771548|     ~   |     ~   |     ~   |16.3     |     ~   |M              |  11|   0
817 |V* AV Sct                          |Mi*|18 54 15.8755338888 -12 00 17.701910244|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   7|   0
818 |V* V2085 Sgr                       |LP*|18 59 47.1716585808 -11 54 40.413096216|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   1|   0
819 |[NSC64] 4-11                       |S* |19 08 11.2395078840 -11 21 45.585904140|     ~   |     ~   |     ~   |10.93    |9.32     |MS             |   2|   0
820 |[K92] 35                           |TT*|15 34 55.2 -07 21 50                   |     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
821 |V* NY Sct                          |Mi*|18 54 21.5009206680 -09 13 40.227541644|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   1|   0
822 |V* MR Sct                          |Mi*|18 53 05.6504165616 -08 41 12.274524312|     ~   |15.24    |13.32    |     ~   |10.90    |M              |  17|   0
823 |V* LS Sct                          |Mi*|18 52 42.6191359944 -09 51 44.427508416|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
824 |V* IU Sct                          |Mi*|18 51 14.6146868760 -08 16 13.988025912|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
825 |V* V365 Sct                        |Mi*|18 58 34.4232486456 -09 57 59.958204084|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   0|   0
826 |V* V360 Sct                        |Mi*|18 58 27.1240814904 -10 13 37.648843500|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   1|   0
827 |V* OO Sct                          |LP*|18 54 24.4609157592 -08 00 07.508995092|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   1|   0
828 |V* V347 Sct                        |Mi*|18 57 45.6785225904 -08 00 47.215223964|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   1|   0
829 |V* V951 Aql                        |Mi*|19 03 20.5761750408 -05 25 14.637278100|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
830 |V* V959 Aql                        |Mi*|19 06 01.9816790880 -07 37 51.910483944|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   5|   0
831 |HD 176715                          |LP?|19 01 58.5073259928 -07 31 12.688469220|     ~   |10.93    |9.38     |     ~   |     ~   |Mb             |   3|   0
832 |BD-02 3958                         |*  |15 13 51.5171639112 -02 39 32.841803808|     ~   |11.91    |10.54    |     ~   |     ~   |M              |   3|   0
833 |IRAS 18128-0314                    |Mi*|18 15 26.9156835624 -03 13 08.246783280|     ~   |     ~   |     ~   |15.24    |10.34    |M              |   4|   0
834 |V* V521 Aql                        |Mi*|20 17 02.0054289792 -03 15 38.115735444|     ~   |13.33    |11.57    |11.67    |8.62     |M              |   6|   0
835 |BD-00 2953                         |*  |15 21 03.0667245312 -01 27 38.529272268|     ~   |12.25    |11.01    |     ~   |     ~   |M              |   2|   0
836 |LP 622-7                           |PM*|15 11 20.4321042505 -01 12 44.185602020|     ~   |17.25    |15.75    |15.32    |     ~   |M              |   3|   0
837 |BD-01 3352                         |*  |17 32 04.8326313816 -01 43 45.578507016|     ~   |12.24    |10.34    |     ~   |     ~   |M              |   1|   0
838 |BD-01 3353                         |*  |17 32 06.3891346896 -01 32 56.000571792|     ~   |12.14    |10.36    |     ~   |     ~   |M              |   1|   0
839 |BD-01 3784                         |*  |19 36 47.5964108544 -01 37 54.514750404|     ~   |11.32    |9.60     |     ~   |     ~   |M              |   1|   0
840 |BD+02 3258                         |*  |17 10 49.8859064640 +01 49 26.964381828|     ~   |12.52    |11.17    |10.664   |     ~   |M              |   3|   0
841 |BD+01 3437                         |*  |17 28 43.8922116072 +01 01 52.617208404|     ~   |12.82    |11.25    |11.06    |     ~   |M              |   1|   0
842 |BD+01 3438                         |*  |17 28 46.1107506240 +01 29 21.040392012|     ~   |13.29    |11.03    |     ~   |     ~   |M              |   2|   0
843 |BD+01 3453                         |*  |17 32 02.1323592552 +01 10 24.798557208|     ~   |11.96    |10.16    |     ~   |     ~   |M              |   2|   0
844 |TYC 416-1290-1                     |*  |17 47 45.8000190624 +01 07 54.713094204|     ~   |12.51    |10.72    |10.212   |     ~   |M              |   1|   0
845 |V* V912 Oph                        |LP*|17 54 11.2539795144 +01 46 53.776461072|     ~   |11.40    |9.89     |     ~   |     ~   |M              |   3|   0
846 |BD+01 3683                         |*  |18 28 11.7972859464 +02 00 28.164946536|     ~   |10.9     |8.95     |     ~   |     ~   |M              |   4|   0
847 |BD+02 3671                         |*  |18 44 29.7924164976 +02 20 34.941749136|     ~   |12.67    |9.75     |9.16     |     ~   |M              |   1|   0
848 |HaroChavira 42                     |LP?|18 52 39.7405628664 +00 11 39.509007216|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   2|   0
849 |PN K 4-15                          |*  |19 04 54.2636156232 +00 20 23.784461880|     ~   |     ~   |     ~   |14.60    |11.14    |M              |   9|   2
850 |BD+00 4282                         |*  |19 42 48.9716895384 +01 07 52.299328080|     ~   |11.59    |10.51    |     ~   |     ~   |M              |   1|   0
851 |BD+00 4596                         |*  |20 51 23.4689590464 +01 31 11.112721176|     ~   |11.66    |10.19    |     ~   |     ~   |M              |   1|   0
852 |BD+03 3400                         |*  |17 24 25.5352935096 +03 44 01.662051192|     ~   |12.03    |10.74    |10.36    |     ~   |M              |   1|   0
853 |BD+04 3473                         |*  |17 39 44.6750548176 +04 12 28.997182944|     ~   |12.16    |10.99    |     ~   |     ~   |M              |   2|   0
854 |V* V569 Oph                        |LP*|18 00 31.1133886008 +05 36 58.469689836|     ~   |12.52    |11.49    |     ~   |     ~   |M              |   5|   0
855 |BD+02 3561                         |*  |18 19 07.3021883520 +03 01 49.552441500|     ~   |12.12    |10.29    |     ~   |     ~   |M              |   2|   0
856 |IRAS 18324+0502                    |LP*|18 34 53.8315521336 +05 04 52.252565196|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   9|   1
857 |BD+04 3827                         |*  |18 39 25.3500724008 +04 50 04.072037172|     ~   |11.9     |9.8      |     ~   |     ~   |M              |   4|   0
858 |BD+03 3773                         |*  |18 41 14.7792190224 +03 50 48.800292252|     ~   |12.29    |10.30    |     ~   |     ~   |M              |   2|   0
859 |BD+04 4035                         |*  |19 14 56.2516089192 +05 07 45.602262084|     ~   |11.73    |10.31    |     ~   |     ~   |M              |   1|   0
860 |HD 357367                          |*  |19 51 09.7794497568 +03 54 54.633369060|     ~   |10       |     ~   |     ~   |     ~   |M              |   1|   0
861 |V* V902 Aql                        |LP*|20 05 30.8184757272 +04 27 12.738777156|     ~   |12.74    |11.28    |     ~   |     ~   |M              |   5|   0
862 |BD+06 3279                         |*  |16 43 19.8777723240 +06 26 54.578370264|     ~   |12.48    |10.48    |     ~   |     ~   |M              |   1|   0
863 |BD+07 3360                         |*  |17 24 28.2674257824 +07 25 06.604589028|     ~   |12.15    |10.67    |     ~   |     ~   |M              |   1|   0
864 |BD+07 3571                         |*  |18 09 33.3154233360 +08 01 52.568490144|     ~   |10.68    |9.07     |     ~   |     ~   |M              |   1|   0
865 |BD+05 3733                         |*  |18 25 59.1399356760 +06 03 56.746057788|     ~   |11.87    |10.30    |     ~   |     ~   |M              |   4|   0
866 |NGC 6633 156                       |*  |18 29 24.4035606024 +05 52 33.590445276|     ~   |12.13    |10.19    |     ~   |     ~   |M              |   5|   0
867 |PN K 4-2                           |Mi*|18 32 15.1613553984 +07 14 05.297206740|     ~   |     ~   |     ~   |15.09    |     ~   |M              |   9|   2
868 |PN K 4-3                           |LP?|18 33 49.5862349112 +05 53 07.097305344|     ~   |     ~   |     ~   |16.48    |     ~   |M              |   8|   2
869 |GJ 2143                            |V* |18 58 20.0738771568 +06 09 05.381352000|     ~   |11.14    |10.51    |     ~   |     ~   |M              |  13|   0
870 |PN K 4-20                          |*  |19 13 31.6239689592 +07 27 21.817929924|     ~   |     ~   |     ~   |     ~   |     ~   |M              |  11|   1
871 |TYC 491-2551-1                     |*  |19 40 17.6329624848 +05 57 58.515616116|     ~   |12.10    |10.19    |     ~   |     ~   |M              |   1|   0
872 |BD+05 4316                         |*  |19 51 52.8560224488 +06 18 45.485254188|     ~   |12.20    |10.79    |     ~   |     ~   |M              |   2|   0
873 |PN K 4-36                          |LP*|19 49 33.8937813072 +05 18 39.850340220|     ~   |     ~   |     ~   |14.99    |     ~   |M              |  13|   2
874 |BD+06 4383                         |*  |19 58 41.4792455736 +07 02 22.354203912|     ~   |11.97    |10.69    |     ~   |     ~   |M              |   3|   0
875 |BD+04 4400                         |*  |20 16 36.7994920536 +05 14 19.913876880|     ~   |11.46    |10.41    |     ~   |     ~   |M              |   1|   0
876 |TYC 522-1535-1                     |*  |20 36 36.5032651248 +06 07 14.237563188|     ~   |12.01    |11.25    |10.95    |     ~   |M              |   0|   0
877 |BD+04 4490B                        |SB*|20 34 48.8029563000 +05 13 56.790122952|     ~   |11.25    |9.98     |     ~   |     ~   |M              |   3|   0
878 |BD+05 4615                         |*  |20 48 37.6449027264 +06 00 56.168670024|     ~   |12.41    |10.75    |     ~   |     ~   |M              |   0|   0
879 |BD+04 4528                         |*  |20 43 35.2280324808 +04 51 28.290843396|     ~   |11.95    |10.39    |     ~   |     ~   |M              |   1|   0
880 |BD+03 4459                         |*  |20 55 33.9032853024 +04 28 59.746572876|     ~   |11.06    |9.47     |     ~   |     ~   |M              |   1|   0
881 |BD+07 2896                         |*  |15 07 11.1411906264 +07 02 33.432692064|     ~   |12.17    |10.51    |     ~   |     ~   |M              |   1|   0
882 |BD+08 3006                         |Em*|15 18 08.1212289744 +08 19 17.802491016|     ~   |12.16    |10.80    |     ~   |     ~   |M              |   2|   0
883 |BD+09 3349                         |*  |17 14 26.9293085112 +09 22 46.761747096|     ~   |11.78    |10.30    |     ~   |     ~   |M              |   1|   0
884 |BD+09 3351                         |*  |17 15 09.2913173928 +08 57 49.974409512|     ~   |12.13    |10.59    |     ~   |     ~   |M              |   1|   0
885 |BD+09 3448                         |*  |17 41 26.4959606904 +09 04 58.565223372|     ~   |12.753   |11.169   |10.724   |     ~   |M              |   1|   0
886 |TYC 1011-469-1                     |*  |17 54 30.8817183744 +09 33 29.635984476|     ~   |12.45    |10.90    |     ~   |     ~   |M              |   1|   0
887 |BD+09 3787                         |*  |18 37 09.0694940280 +10 01 51.618422748|     ~   |12.71    |11.13    |     ~   |     ~   |M              |   2|   0
888 |BD+09 3835                         |*  |18 42 07.1986694568 +09 40 54.309560196|     ~   |10.90    |9.28     |     ~   |     ~   |M              |   4|   0
889 |V* V486 Aql                        |LP*|18 52 09.2650834488 +10 23 00.770292672|     ~   |     ~   |12.47    |     ~   |     ~   |M              |   5|   0
890 |BD+08 4010                         |*  |19 14 29.8329964440 +09 13 10.552524888|     ~   |11.63    |10.01    |     ~   |     ~   |M              |   1|   0
891 |BD+08 4151                         |*  |19 34 58.0959595608 +08 43 38.404946064|     ~   |11.79    |10.39    |     ~   |     ~   |M              |   2|   0
892 |BD+07 4165                         |*  |19 38 48.9740447544 +07 40 49.204836840|     ~   |11.88    |10.43    |     ~   |     ~   |M              |   1|   0
893 |TYC 1062-880-1                     |*  |19 48 22.3167653184 +09 32 13.919965584|     ~   |12.14    |10.14    |     ~   |     ~   |M              |   1|   0
894 |BD+07 4280                         |*  |19 53 27.0315919368 +07 44 04.035685776|     ~   |11.94    |10.43    |     ~   |     ~   |M              |   1|   0
895 |LP 575-15                          |PM*|20 30 02.1689527896 +07 30 10.494759096|     ~   |18.3     |     ~   |15.8     |     ~   |M              |  11|   0
896 |TYC 524-1857-1                     |*  |20 47 59.7891459408 +06 45 13.823669520|     ~   |11.91    |10.61    |     ~   |     ~   |M              |   1|   0
897 |BD+11 3671                         |*  |18 56 01.0069995720 +11 21 20.255183892|     ~   |11.79    |9.99     |9.334    |     ~   |M              |   1|   0
898 |HD 230420                          |*  |19 01 10.1839910520 +11 32 42.380277252|     ~   |11.82    |10.462   |     ~   |     ~   |M              |   5|   0
899 |[AHB74] V 8                        |*  |19 20 00.0 +13 00 00                   |     ~   |     ~   |     ~   |     ~   |     ~   |M              |   1|   0
900 |HD 355969                          |*  |19 49 02.7938077536 +12 26 09.351936600|     ~   |12.36    |10.27    |     ~   |     ~   |M              |   2|   0
901 |HD 356001                          |*  |19 49 21.7596412872 +11 44 38.945164740|     ~   |12.05    |10.99    |     ~   |     ~   |M              |   2|   0
902 |HD 356285                          |*  |19 54 54.1359742176 +10 26 40.840865124|     ~   |11.65    |10.49    |     ~   |     ~   |M              |   2|   0
903 |HD 356383                          |*  |19 58 58.9254666072 +12 02 24.777819708|     ~   |11.89    |10.28    |     ~   |     ~   |M              |   2|   0
904 |HD 355558                          |*  |19 39 23.3057874576 +13 15 35.007333804|     ~   |11.10    |9.64     |     ~   |     ~   |M              |   2|   0
905 |V* V998 Aql                        |Mi*|19 37 04.6896678024 +13 41 12.813199260|     ~   |     ~   |     ~   |     ~   |     ~   |M              |  20|   1
906 |HD 353872                          |*  |19 50 36.6445284912 +14 25 07.455897372|     ~   |12.42    |10.81    |     ~   |     ~   |M              |   2|   0
907 |HD 353854                          |*  |19 48 42.2450065032 +14 40 40.386824652|     ~   |11.91    |10.61    |     ~   |     ~   |M              |   2|   0
908 |HD 355943                          |*  |19 48 33.4423508904 +13 20 44.614970412|     ~   |12.24    |10.33    |     ~   |     ~   |M              |   2|   0
909 |HD 355716                          |*  |19 45 26.9950483488 +13 16 36.781643532|     ~   |12.28    |10.37    |9.98     |     ~   |M              |   1|   0
910 |HD 355824                          |*  |19 48 18.2345807472 +12 50 12.206622804|     ~   |12.27    |10.43    |     ~   |     ~   |M              |   2|   0
911 |HD 356060                          |*  |19 53 40.2254101056 +13 13 03.773986248|     ~   |12.01    |10.88    |     ~   |     ~   |M              |   2|   0
912 |HD 356174                          |*  |19 56 39.2208840072 +13 31 34.569804108|     ~   |11.05    |9.40     |     ~   |     ~   |M              |   2|   0
913 |HD 356357                          |*  |19 57 02.9343406344 +12 25 39.862248168|     ~   |12.28    |10.38    |     ~   |     ~   |M              |   2|   0
914 |HD 354890                          |*  |20 07 31.6170601560 +13 45 27.800127900|     ~   |12.55    |10.78    |     ~   |     ~   |M              |   2|   0
915 |HD 357314                          |*  |20 19 49.8319910760 +12 11 18.981955140|     ~   |11.710   |10.350   |9.710    |     ~   |M              |   1|   0
916 |V* GQ Her                          |Mi*|17 45 40.9622150544 +18 50 36.935698092|     ~   |11.90    |10.55    |     ~   |     ~   |Mc             |   8|   0
917 |HD 348828                          |*  |18 30 08.3929209792 +17 56 23.193663756|     ~   |11.22    |10.43    |     ~   |     ~   |M              |   2|   0
918 |HD 349035                          |*  |18 36 32.9293838832 +17 38 39.135534432|     ~   |10.94    |9.77     |     ~   |     ~   |M              |   2|   0
919 |IRAS 18402+1803                    |Mi*|18 42 27.7129507344 +18 06 59.297120496|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
920 |IRAS 19314+1619                    |LP?|19 33 43.0428870432 +16 26 17.993381064|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
921 |HD 353430                          |*  |19 42 37.4481303672 +17 07 17.162852412|     ~   |11.59    |9.76     |     ~   |     ~   |M              |   2|   0
922 |PN K 4-34                          |LP*|19 46 26.0055774984 +17 01 02.399953116|     ~   |     ~   |     ~   |16.80    |     ~   |M              |  12|   2
923 |HD 353578                          |*  |19 46 10.1670618792 +16 50 53.885560092|     ~   |12.10    |11.52    |     ~   |     ~   |M              |   2|   0
924 |HD 353569                          |*  |19 45 58.0 +17 01 06                   |     ~   |10       |     ~   |     ~   |     ~   |M              |   0|   0
925 |HD 353596                          |*  |19 46 25.7354849952 +16 27 59.304984156|     ~   |11.26    |10.01    |     ~   |     ~   |M              |   2|   0
926 |HD 353943                          |*  |19 52 15.3418525272 +16 33 19.675018296|     ~   |11.67    |10.55    |     ~   |     ~   |M              |   2|   0
927 |HD 354006                          |*  |19 51 09.3528593640 +15 04 47.201249172|     ~   |12.09    |10.70    |10.08    |     ~   |M              |   1|   0
