C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:17

sptype='O'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
687 |IRAS 17308-3615                    |AB*|17 34 15.1551185592 -36 17 30.515027064|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
688 |IRAS 17312-3535                    |AB*|17 34 36.39120 -35 37 00.7212          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
689 |IRAS 17312-3516                    |AB*|17 34 35.2572911448 -35 18 41.661848448|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
690 |IRAS 17316-3523                    |OH*|17 34 57.49752 -35 25 52.5756          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  13|   0
691 |IRAS 17317-3507                    |AB*|17 35 06.6568623936 -35 09 14.857397820|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
692 |IRAS 17318-3551                    |AB*|17 35 15.0301831512 -35 53 26.496331692|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
693 |IRAS 17321-3609                    |AB*|17 35 27.7077313800 -36 11 15.256057236|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
694 |IRAS 17324-3508                    |AB*|17 35 44.0511800808 -35 10 19.787409552|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
695 |IRAS 17328-3502                    |AB*|17 36 10.11816 -35 04 42.2256          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   1
696 |IRAS 17328-3614                    |AB*|17 36 15.76 -36 16 10.9                |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
697 |IRAS 17331-3506                    |AB*|17 36 30.75840 -35 08 20.2488          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
698 |IRAS 17334-3540                    |AB*|17 36 50.1267172368 -35 42 32.585903964|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
699 |IRAS 17337-3606                    |AB*|17 37 08.3805846360 -36 08 17.554186788|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
700 |IRAS 17337-3549                    |AB*|17 37 13.7412045936 -35 51 27.637028532|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
701 |IRAS 17339-3612                    |AB*|17 37 18.1383894336 -36 14 27.152603448|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
702 |IRAS 17340-3543                    |AB*|17 37 24.67296 -35 44 54.4920          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
703 |IRAS 17340-3344                    |OH*|17 37 24.02928 -33 46 16.4496          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
704 |IRAS 17309-3554                    |AB*|17 34 21.37512 -35 56 21.5088          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
705 |IRAS 17277-3616                    |OH*|17 31 08.3219343384 -36 18 56.630941380|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
706 |IRAS 17279-3333                    |OH*|17 31 11.83608 -33 35 48.1020          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
707 |OH 352.554-01.941                  |AB*|17 34 38.9752341264 -36 16 32.729339676|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
708 |OH 353.747-01.541                  |OH*|17 36 09.7555710960 -35 03 22.445625672|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   1
709 |IRAS 17341-3417                    |OH*|17 37 28.6149461328 -34 19 32.500314336|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   0
710 |IRAS 17369-3534                    |AB*|17 40 16.17168 -35 36 12.1608          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
711 |OH 354.458-01.644                  |OH*|17 38 26.29056 -34 30 41.0076          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
712 |IRAS 17351-3557                    |AB*|17 38 27.5356450272 -35 58 57.020993580|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
713 |IRAS 17351-3545                    |AB*|17 38 33.89064 -35 46 58.6236          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
714 |IRAS 17352-3601                    |OH*|17 38 35.75184 -36 03 06.5340          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
715 |IRAS 17356-3555                    |AB*|17 39 00.1715122440 -35 56 40.606645992|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
716 |IRAS 17360-3605                    |AB*|17 39 25.0751969208 -36 06 37.816968564|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
717 |IRAS 17360-3516                    |AB*|17 39 25.3591706784 -35 18 15.680045916|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
718 |IRAS 17367-3523                    |AB*|17 40 03.3570766824 -35 25 00.510056580|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
719 |IRAS 17367-3459                    |AB*|17 40 10.1194407576 -35 00 41.511512628|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
720 |IRAS 17367-3521                    |AB*|17 40 07.2468467688 -35 23 04.519127796|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
721 |IRAS 17368-3515                    |OH*|17 40 12.97080 -35 16 40.7280          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
722 |IRAS 17368-3607                    |AB*|17 40 14.5850065272 -36 09 24.494367024|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
723 |IRAS 17371-3521                    |AB*|17 40 32.0730472176 -35 23 09.535303140|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
724 |IRAS 17373-3559                    |AB*|17 40 43.75896 -36 01 19.1028          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
725 |IRAS 17373-3339                    |OH*|17 40 39.9486503184 -33 41 15.624563316|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
726 |IRAS 17347-3607                    |OH*|17 38 05.68104 -36 08 45.2976          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
727 |RAFGL 5383                         |OH*|17 46 49.0352498112 -34 15 06.856113672|     ~   |     ~   |     ~   |     ~   |11.535   |O-rich         |  11|   0
728 |IRAS 17450-3557                    |AB*|17 48 25.3864383072 -35 58 30.638760600|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
729 |IRAS 17446-3614                    |AB*|17 48 03.8506446864 -36 15 13.030001532|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
730 |IRAS 17379-3349                    |OH*|17 41 16.80936 -33 51 08.0568          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
731 |IRAS 17383-3601                    |AB*|17 41 46.1207652528 -36 02 40.011829944|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
732 |IRAS 17385-3505                    |AB*|17 41 57.30408 -35 06 50.0220          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
733 |IRAS 17387-3613                    |AB*|17 42 06.1880579232 -36 15 15.170380848|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
734 |IRAS 17388-3559                    |OH*|17 42 13.3920736913 -36 01 01.008005429|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
735 |IRAS 17388-3605                    |AB*|17 42 15.2192705136 -36 07 23.525440176|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
736 |IRAS 17390-3520                    |AB*|17 42 25.3805755344 -35 22 00.671244636|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
737 |IRAS 17397-3555                    |AB*|17 43 04.79112 -35 57 05.8680          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
738 |IRAS 17403-3606                    |AB*|17 43 43.8116115240 -36 08 04.316375796|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
739 |IRAS 17403-3557                    |AB*|17 43 44.0214001224 -35 59 03.336737712|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
740 |IRAS 17404-3553                    |AB*|17 43 51.7246738464 -35 54 19.055419776|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
741 |IRAS 17405-3507                    |AB*|17 43 53.2416039456 -35 08 55.879823220|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
742 |IRAS 17405-3513                    |AB*|17 43 57.6107930712 -35 15 06.896367540|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
743 |IRAS 17408-3605                    |AB*|17 44 13.75824 -36 06 27.7344          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
744 |IRAS 17411-3534                    |AB*|17 44 27.95328 -35 35 51.3420          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
745 |IRAS 17415-3546                    |AB*|17 44 56.8323155976 -35 47 37.320654120|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
746 |IRAS 17416-3523                    |AB*|17 45 00.3505628544 -35 25 03.432530964|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
747 |IRAS 17421-3506                    |AB*|17 45 28.4827175736 -35 07 32.104642692|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
748 |IRAS 17422-3537                    |Mi*|17 45 33.5442042744 -35 38 56.817319164|     ~   |     ~   |     ~   |     ~   |17.194   |O-rich         |   2|   0
749 |IRAS 17423-3516                    |AB*|17 45 38.5820523048 -35 17 43.743525684|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
750 |IRAS 17427-3609                    |Mi*|17 46 10.6863872400 -36 10 51.726239400|     ~   |     ~   |     ~   |     ~   |16.960   |O-rich         |   2|   0
751 |IRAS 17431-3541                    |AB*|17 46 28.2891815736 -35 42 09.805636512|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
752 |IRAS 17437-3510                    |Mi*|17 47 04.6647558264 -35 11 28.776455268|     ~   |     ~   |20.851   |     ~   |14.19    |O-rich         |   3|   0
753 |IRAS 17437-3409                    |OH*|17 47 02.7953491318 -34 10 07.262198120|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
754 |IRAS 17439-3613                    |AB*|17 47 20.0205813336 -36 14 49.614272916|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
755 |IRAS 17442-3400                    |OH*|17 47 31.8639521928 -34 01 12.407778372|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
756 |IRAS 17452-3617                    |AB*|17 48 35.5682260440 -36 17 58.450796412|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
757 |IRAS 17420-3527                    |AB*|17 45 24.3512657448 -35 28 16.968480672|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
758 |IRAS 17375-3531                    |AB*|17 40 56.4885097272 -35 33 26.208935064|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
759 |IRAS 17447-3418                    |OH*|17 48 01.5131779752 -34 19 40.305970848|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
760 |IRAS 17461-3622                    |AB*|17 49 32.2183014456 -36 23 37.184631108|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
761 |IRAS 17462-3610                    |AB*|17 49 36.45024 -36 11 15.0144          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
762 |IRAS 17469-3501                    |Mi*|17 50 14.6724996480 -35 01 57.049590792|     ~   |     ~   |     ~   |     ~   |15.409   |O-rich         |   2|   0
763 |IRAS 17469-3529                    |AB*|17 50 21.2224598544 -35 30 14.379213384|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
764 |IRAS 17469-3550                    |Mi*|17 50 18.3663218256 -35 51 00.709172208|     ~   |     ~   |19.526   |     ~   |15.914   |O-rich         |   3|   0
765 |IRAS 17471-3537                    |Mi*|17 50 29.3208266568 -35 38 42.775558800|     ~   |     ~   |     ~   |     ~   |16.323   |O-rich         |   2|   0
766 |IRAS 17471-3453                    |Mi*|17 50 26.2430000448 -34 54 27.617829480|     ~   |     ~   |21.030   |     ~   |14.570   |O-rich         |   2|   0
767 |IRAS 17474-3500                    |Mi*|17 50 45.4196299632 -35 01 27.648581376|     ~   |     ~   |19.084   |     ~   |13.061   |O-rich         |   3|   0
768 |IRAS 17478-3502                    |AB*|17 51 14.6473043472 -35 03 40.930441920|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
769 |IRAS 17483-3542                    |AB*|17 51 44.3791476432 -35 42 47.503640700|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
770 |IRAS 17484-3622                    |AB*|17 51 51.5467680528 -36 23 03.346451520|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
771 |IRAS 17485-3504                    |AB*|17 51 53.3323464504 -35 05 19.898120292|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
772 |IRAS 17499-3520                    |OH*|17 53 20.4276866640 -35 21 10.388939292|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
773 |IRAS 17488-3541                    |AB*|17 52 10.0120046016 -35 42 10.136677104|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
774 |IRAS 17495-3517                    |AB*|17 52 52.4154596472 -35 18 12.134434716|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
775 |IRAS 17498-3542                    |AB*|17 53 13.5343352352 -35 43 33.311389080|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
776 |IRAS 17501-3601                    |OH*|17 53 30.65760 -36 01 57.7308          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   1
777 |IRAS 17508-3500                    |AB*|17 54 13.0234767384 -35 00 34.425057456|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
778 |IRAS 17520-3433                    |OH*|17 55 24.01488 -34 34 14.5524          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
779 |IRAS 17583-3346                    |OH*|18 01 39.27432 -33 46 00.5088          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
780 |V* V1912 Sgr                       |Mi*|18 35 25.3466535624 -35 00 22.658270400|     ~   |     ~   |     ~   |13.25    |     ~   |O-rich         |   9|   0
781 |V* V932 Sco                        |AB*|16 18 47.3714059320 -28 45 10.685834136|     ~   |     ~   |     ~   |14.643   |     ~   |O-rich         |  10|   1
782 |V* CI Sco                          |Mi*|16 42 01.8886017864 -29 45 11.188450080|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
783 |IRAS 16437-3140                    |OH*|16 46 58.82760 -31 46 13.0440          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
784 |IRAS 16486-3014                    |OH*|16 51 49.6659778824 -30 19 51.073613548|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
785 |IRAS 16469-3211                    |OH*|16 50 12.1302349032 -32 17 00.815907336|     ~   |     ~   |     ~   |14.70    |     ~   |O-rich         |   8|   0
786 |IRAS 16582-3059                    |OH*|17 01 29.83224 -31 04 19.0164          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
787 |PN M 2-7                           |PN |17 05 13.91 -30 32 19.7                |     ~   |     ~   |15.50    |     ~   |     ~   |O              |  55|   0
788 |IRAS 17021-3109                    |OH*|17 05 23.71800 -31 13 18.7320          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
789 |IRAS 17021-3054                    |OH*|17 05 23.8386221201 -30 58 12.972399319|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
790 |IRAS 17030-3053                    |OH*|17 06 14.06856 -30 57 38.3184          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
791 |IRAS 17109-3243                    |OH*|17 14 14.8057724481 -32 46 54.745886472|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
792 |IRAS 17109-3255                    |AB*|17 14 13.3653611232 -32 59 03.985347048|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
793 |IRAS 17087-3230                    |OH*|17 12 02.3597257848 -32 34 24.405020544|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
794 |IRAS 17149-3053                    |pA*|17 18 10.93680 -30 56 39.9192          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  16|   0
795 |IRAS 17133-3032                    |OH*|17 16 31.25304 -30 35 42.6444          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
796 |IRAS 17119-3034                    |OH*|17 15 07.44024 -30 37 41.4660          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
797 |IRAS 17132-3057                    |OH*|17 16 26.3552325400 -31 00 19.859477119|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
798 |IRAS 17165-3053                    |OH*|17 19 47.6642250915 -30 56 47.860850775|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
799 |IRAS 17192-3206                    |AB*|17 22 29.6812953600 -32 08 58.493006016|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
800 |IRAS 17198-3106                    |OH*|17 23 06.6310633472 -31 09 40.766970681|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
801 |IRAS 17210-3101                    |OH*|17 24 14.11368 -31 04 14.9376          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
802 |IRAS 17211-3056                    |OH*|17 24 21.92880 -30 59 26.6784          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
803 |IRAS 17212-3207                    |OH*|17 24 29.76000 -32 10 38.7876          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
804 |IRAS 17220-3118                    |AB*|17 25 14.79312 -31 21 24.6024          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
805 |IRAS 17164-3226                    |PN |17 19 40.8218640149 -32 29 52.712109403|     ~   |     ~   |     ~   |     ~   |16.38    |O-rich         |  19|   0
806 |OH 353.810+01.452                  |OH*|17 24 14.7227313216 -33 21 20.373482304|     ~   |     ~   |     ~   |     ~   |14.98    |O-rich         |   4|   0
807 |IRAS 17248-3213                    |OH*|17 28 05.31384 -32 16 09.5988          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
808 |IRAS 17250-3146                    |OH*|17 28 21.04584 -31 48 42.9552          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
809 |IRAS 17255-3220                    |AB*|17 28 50.27832 -32 22 33.6108          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
810 |IRAS 17262-3121                    |OH*|17 29 27.56448 -31 23 21.6708          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
811 |IRAS 17256-3258                    |OH*|17 28 55.77120 -33 00 42.7644          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  10|   0
812 |OH 355.95-00.05                    |AB*|17 35 46.87464 -32 23 50.1324          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
813 |IRAS 17327-3319                    |OH*|17 35 59.2162802832 -33 21 38.857481388|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   1
814 |IRAS 17296-3155                    |OH*|17 32 52.4536731432 -31 57 15.770298060|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
815 |OH 354.75-00.06                    |OH*|17 32 48.52872 -33 24 02.8908          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   0
816 |OH 354.88-00.54                    |OH*|17 35 02.72136 -33 33 29.4120          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  67|   1
817 |IRAS 17286-3226                    |OH*|17 31 55.83672 -32 28 42.1212          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
818 |IRAS 17281-3100                    |OH*|17 31 21.95808 -31 02 54.5604          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
819 |IRAS 17284-3058                    |AB*|17 31 40.3300614384 -31 00 15.059830104|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
820 |IRAS 17289-3325                    |AB*|17 32 15.39192 -33 27 46.6812          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
821 |IRAS 17299-3134                    |OH*|17 33 09.38976 -31 36 16.4952          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
822 |IRAS 17318-3137                    |OH*|17 35 06.68832 -31 39 08.8704          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
823 |OH 356.38+00.29                    |OH*|17 35 31.84488 -31 51 13.2876          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
824 |OH 354.60+00.26                    |OH*|17 31 09.76200 -33 22 07.5180          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   0
825 |OH 355.03+00.17                    |AB*|17 32 39.14064 -33 04 15.1860          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  12|   0
826 |OH 355.355-00.014                  |OH*|17 34 09.50616 -32 52 39.0180          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   1
827 |OH 356.631+00.409                  |OH*|17 35 44.57016 -31 34 33.2220          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   1
828 |IRAS 17328-3234                    |OH*|17 36 11.36256 -32 36 19.4112          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
829 |OH 356.662+00.113                  |OH*|17 36 59.55168 -31 42 34.2612          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
830 |OH 355.091-00.954                  |OH*|17 37 15.75264 -33 36 27.0000          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   1
831 |OH 354.53+00.03                    |OH*|17 31 47.79576 -33 32 30.6924          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
832 |IRAS 17296-3331                    |OH*|17 32 59.37216 -33 33 45.2484          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
833 |ISOGAL-P J173140.9-320355          |AB*|17 31 40.97688 -32 03 55.9440          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
834 |ISOGAL-P J173707.3-312131          |AB*|17 37 07.28760 -31 21 31.2912          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
835 |ISOGAL-P J173729.4-311716          |AB*|17 37 29.34744 -31 17 16.6164          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
836 |IRAS 17327-3138                    |AB*|17 35 56.48520 -31 40 39.9936          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
837 |IRAS 17335-3057                    |AB*|17 36 42.17928 -30 59 11.7420          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
838 |OH 356.5-00.6                      |OH*|17 39 13.30800 -32 11 57.2712          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  13|   0
839 |IRAS 17349-3144                    |AB*|17 38 11.7776182464 -31 46 27.037694604|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
840 |ISOGAL-P J173829.1-312616          |AB*|17 38 29.0166694776 -31 26 17.436089688|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
841 |IRAS 17352-3252                    |AB*|17 38 31.0386880200 -32 53 54.036311100|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
842 |IRAS 17352-3307                    |AB*|17 38 36.3567525600 -33 08 56.246331984|     ~   |     ~   |     ~   |     ~   |15.816   |O-rich         |   1|   0
843 |IRAS 17359-3310                    |OH*|17 39 12.83880 -33 12 03.2832          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
844 |OH 357.48+00.37                    |OH*|17 38 01.61376 -30 53 17.3364          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   0
845 |OH 356.63-00.21                    |OH*|17 38 00.65880 -31 51 54.7236          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
846 |OH 356.46-00.38                    |AB*|17 38 27.5375663880 -32 08 57.162372036|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
847 |OH 357.09-00.37                    |OH*|17 39 57.52224 -31 35 56.9580          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  10|   0
848 |OH 357.68-00.06                    |OH*|17 40 12.69264 -30 56 43.1304          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   1
849 |IRAS 17367-3258                    |OH*|17 40 03.70128 -33 00 10.0404          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
850 |IRAS 17373-3102                    |OH*|17 40 33.29304 -31 04 09.7248          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   0
851 |IRAS 17400-3202                    |OH*|17 43 18.57192 -32 03 57.7836          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
852 |IRAS 17416-3131                    |OH*|17 44 52.06968 -31 32 27.9096          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
853 |RAFGL 5379                         |OH*|17 44 24.0074369832 -31 55 35.414175828|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  88|   0
854 |IRAS 17384-3156                    |OH*|17 41 42.93816 -31 58 23.1960          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
855 |IRAS 17391-3133                    |OH*|17 42 24.38496 -31 35 07.3824          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
856 |IRAS 17408-3145                    |AB*|17 44 06.30984 -31 46 43.0464          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
857 |IRAS 17414-3108                    |OH*|17 44 39.77352 -31 10 05.0376          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
858 |IRAS 17446-3133                    |OH*|17 47 51.85104 -31 34 47.7120          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
859 |IRAS 17450-3146                    |OH*|17 48 12.0328714208 -31 47 56.529017923|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
860 |IRAS 17450-3151                    |OH*|17 48 19.44000 -31 51 59.8572          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
861 |IRAS 17453-3340                    |OH*|17 48 40.7854215288 -33 41 09.864539376|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   0
862 |IRAS 17392-3319                    |OH*|17 42 33.73320 -33 20 59.8020          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  13|   0
