,Spectral Class,flux(U),flux(B),flux(V),flux(R),flux(I),flux(G),flux(J),flux(K)
465,K,0,10.51,9.43,0,0,9.151392,7.507,6.903
466,B,12.56,12.88,12.26,0,0,12.064417,10.864,10.598
467,B,0,11.23,10.67,0,0,10.420048,9.295,9.099
468,A,0,9.45,9.33,0,0,9.311875,8.972,8.973
469,K,0,10.99,9.88,0,0,9.677541,8.137,7.497
470,K,0,16.095,14.721,13.777,12.713,14.010928,11.646,10.939
471,O,0,0,0,0,0,14.624403,7.242,5.194
472,B,0,11.69,10.96,0,0,10.931106,9.861,9.715
473,O,0,0,0,0,0,16.18642,8.307,5.408
474,O,0,0,0,0,0,16.128063,8.27,4.997
475,O,0,0,0,0,0,13.838617,8.014,5.756
476,A,0,0,0,0,0,0,0,0
477,A,0,11.1,10.73,0,0,10.540892,9.736,9.58
478,G,0,18.2,0,16.9,0,17.129616,16.16,0
479,F,0,10.53,10.02,0,0,10.066129,9.392,9.2
480,G,0,10.26,9.82,0,0,9.778908,9.052,8.889
481,A,0,10.86,10.52,0,0,10.464727,9.842,9.708
482,O,0,0,0,0,0,20.375378,12.985,7.86
483,F,0,0,13.839,0,0,13.772553,13.04,12.818
484,A,0,9.36,9.16,0,0,9.389608,8.657,8.614
485,G,0,17.3,0,16.1,0,16.363018,15.21,14.65
486,F,0,11.66,11.04,0,0,10.781062,9.453,9.151
487,A,0,9.34,9.13,0,0,9.129411,8.714,8.586
488,K,0,12.2,11.04,0,0,10.635906,8.798,8.057
489,K,0,10.26,8.92,0,0,8.530861,6.675,5.918
490,G,0,10.12,9.54,0,0,9.419851,8.44,8.108
491,F,0,0,13.55,0,0,13.437481,12.501,12.16
492,G,0,9.33,8.95,0,0,8.916968,8.268,8.091
493,F,0,20.0,0,0,0,0,0,0
494,G,0,12.66,11.74,0,0,11.831655,10.912,10.64
495,F,0,10.97,10.58,0,0,10.533025,9.934,9.721
496,G,0,14.0,13.5,0,0,13.014967,11.379,10.931
497,B,0,13.0,0,0,0,12.282393,11.096,10.756
498,O,0,0,0,0,0,14.544414,8.406,6.359
499,B,0,12.6,0,0,0,11.262141,9.718,9.393
500,K,0,11.55,10.51,0,0,10.326024,8.95,8.374
501,B,0,10.54,10.34,0,0,10.132691,9.378,9.237
502,A,0,11.56,11.38,0,0,11.200006,10.679,10.596
503,M,0,0,0,0,0,12.405432,8.537,7.11
504,M,0,17.69,0,14.9,0,15.048111,12.514,11.349
505,G,0,10.7,9.46,0,0,9.022656,7.134,6.449
506,B,9.54,9.43,8.62,0,0,8.18973,6.444,6.095
507,K,0,12.27,10.5,0,0,9.97947,7.877,6.946
508,A,0,10.82,10.59,0,0,10.552218,10.094,9.994
509,M,0,17.59,15.95,15.28,0,14.995425,12.512,11.631
510,M,0,13.1,11.77,0,0,8.970272,4.898,3.855
511,A,0,9.03,8.98,0,0,8.959582,8.768,8.713
512,O,0,0,0,0,0,0,11.999,7.883
513,A,0,10.54,9.98,0,0,9.90193,8.894,8.613
514,K,0,0,0,0,0,0,0,0
515,M,0,0,0,0,0,10.87723,7.406,6.041
516,F,0,0,13.41,0,0,13.303043,12.573,12.352
517,A,0,11.899,11.495,11.532,0,0,10.719,10.536
518,K,0,10.85,9.32,0,0,8.77512,6.632,5.686
519,K,0,11.13,9.71,0,0,9.001165,6.732,5.803
520,G,0,11.28,10.78,11.3,0,10.707455,9.837,9.582
521,O,0,0,0,0,0,0,0,9.926
522,G,0,10.85,10.28,0,0,10.227403,9.295,8.987
523,A,0,13.23,12.34,0,0,12.051388,11.458,11.333
524,B,0,12.16,11.52,11.68,0,11.6668,10.44,10.22
525,F,0,12.86,12.96,0,0,12.397508,11.599,11.394
526,G,0,10.88,10.0,0,0,9.731,8.339,7.872
527,O,0,0,0,0,0,0,0,11.487
528,A,0,9.2,9.02,0,0,9.019887,8.602,8.588
529,A,0,12.61,11.48,0,0,11.329591,9.755,9.326
530,B,0,0,0,0,0,0,0,0
531,M,0,13.35,11.82,9.9,0,9.584491,5.831,4.662
532,F,0,11.39,10.81,0,0,10.640754,9.677,9.335
533,O,0,0,0,0,0,14.317921,8.07,5.662
534,B,10.58,11.04,10.74,0,0,10.763283,10.234,10.184
535,A,0,9.46,9.4,0,0,9.37767,9.168,9.172
536,M,0,12.16,10.8,0,0,10.259909,8.015,7.01
537,B,0,11.55,10.93,0,0,10.435354,8.813,8.412
538,G,0,15.0,14.0,0,0,13.168242,10.958,10.499
539,O,0,0,0,0,0,11.941912,6.144,4.283
540,F,0,0,16.33,0,0,16.174553,15.272,14.888
541,M,0,0,0,0,0,10.398641,7.614,6.393
542,O,0,0,0,0,0,12.514541,6.336,4.662
543,F,0,17.5,0,18.1,0,17.598663,0,0
544,A,0,10.0,0,0,0,12.035381,11.235,11.078
545,F,0,11.924,11.345,11.238,0,11.182415,10.194,9.801
546,G,0,11.67,11.23,0,0,11.152974,10.1,9.746
547,B,13.52,13.86,13.07,0,0,13.448458,11.451,10.881
548,G,0,9.96,9.31,0,0,9.189125,8.202,7.859
549,M,0,15.28,13.71,13.18,0,10.817266,6.113,4.751
550,A,0,10.73,9.66,0,0,8.854203,6.336,5.267
551,O,0,0,0,0,0,0,0,9.093
552,K,0,11.38,9.84,0,0,9.062799,6.623,5.596
553,F,0,11.5,10.9,0,0,10.957708,9.804,9.428
554,K,0,11.85,10.74,0,0,10.440894,8.788,8.083
555,G,0,0,16.853,0,0,16.030579,13.108,12.181
556,M,0,0,0,22.05,0,0,17.233,16.022
557,B,12.19,12.58,12.0,0,0,11.932839,10.795,10.248
558,F,0,0,14.23,0,0,14.084676,13.137,12.795
559,F,0,11.77,11.19,0,0,11.065288,10.004,9.725
560,A,0,12.91,12.57,0,0,12.450836,11.536,11.333
561,O,0,0,0,0,0,0,0,0
562,O,0,0,0,0,0,15.286606,8.06,5.585
563,F,0,12.47,12.69,0,0,12.011928,11.275,11.121
564,A,0,11.77,11.45,0,0,11.530275,10.94,10.859
565,K,0,12.32,11.07,0,0,10.670319,8.828,8.166
566,O,0,0,0,0,0,0,0,11.4
567,M,0,10.32,8.85,0,0,7.182863,4.293,2.826
568,A,0,11.84,11.31,0,0,11.704108,10.979,10.818
569,K,0,12.39,11.0,0,0,10.62372,8.657,7.963
570,F,0,10.15,9.73,0,0,9.715753,9.072,8.858
571,B,0,10.88,9.77,0,0,9.26632,7.086,6.428
572,K,20.787,0,16.74,0,14.42,15.721542,12.567,11.376
573,B,0,12.29,11.73,0,0,11.154598,9.584,9.187
574,A,0,9.49,9.29,9.48,0,0,9.03,8.954
575,F,0,11.9,11.44,0,0,11.600057,10.503,10.206
576,F,0,16.5,0,0,0,17.033945,16.044,15.392
577,F,0,11.04,10.69,0,0,10.706688,10.121,9.934
578,F,0,12.47,11.83,12.17,0,11.831183,10.891,10.681
579,M,0,11.34,9.794,9.26,0,9.040662,6.64,5.615
580,G,0,11.5,10.98,0,0,10.864261,9.853,9.502
581,M,0,12.65,10.79,0,0,10.301699,8.115,7.232
582,O,0,0,0,0,0,12.346622,6.385,4.433
583,B,0,10.99,10.6,0,0,10.450839,9.807,9.729
584,M,0,10.05,8.47,0,0,6.860865,3.71,2.401
585,F,0,9.63,9.14,0,0,9.132578,8.348,8.141
586,O,0,0,0,0,0,0,0,9.199
587,F,0,12.36,12.34,0,0,11.920005,10.986,10.759
588,K,0,10.39,9.22,0,0,8.918055,7.244,6.581
589,A,0,12.46,12.25,0,0,12.085019,11.472,11.248
590,O,0,0,0,0,0,0,0,0
591,O,0,0,0,0,0,19.636969,11.316,5.878
592,O,0,0,0,0,0,19.862068,11.685,6.627
593,A,0,11.84,11.25,0,0,11.671731,10.695,10.467
594,A,0,12.33,11.76,0,0,11.54715,10.501,10.289
595,M,0,0,0,0,0,0,0,0
596,F,0,18.0,0,18.0,0,18.331627,0,0
597,F,0,10.38,9.99,0,0,9.909,0,0
598,B,0,12.06,11.57,0,0,11.556222,10.43,10.086
599,G,0,12.0,11.26,0,0,11.028993,9.82,9.447
600,G,0,11.59,11.06,0,0,11.148782,10.474,10.227
601,A,0,9.8,9.57,0,0,9.567951,9.142,9.061
602,G,0,11.15,10.67,0,0,10.582413,9.745,9.449
603,F,0,0,0,0,0,0,0,0
604,A,0,11.0,10.5,0,0,11.158871,10.407,10.228
605,A,0,11.97,10.75,0,0,10.441943,8.842,8.164
606,G,0,11.22,10.68,0,0,10.53572,9.533,9.208
607,K,0,12.15,10.15,0,0,9.145307,6.401,5.251
608,A,15.02,15.01,14.66,0,0,14.574636,13.835,13.559
609,F,0,9.53,8.4,0,0,8.179482,6.604,5.948
610,O,0,0,0,0,0,20.14159,13.255,8.619
611,O,0,0,0,0,0,19.353502,9.997,5.792
612,F,0,11.35,10.59,0,0,10.726577,9.935,9.685
613,F,0,11.93,11.69,0,0,11.096864,9.666,9.281
614,O,0,0,0,0,0,10.99228,6.038,4.196
615,K,0,11.73,10.52,0,0,10.227243,8.252,7.478
616,O,16.974,18.177,18.439,18.582,18.779,18.450361,0,0
617,K,0,10.07,9.07,0,0,8.835722,7.325,6.721
618,G,0,9.57,9.11,0,0,9.051515,8.333,8.107
619,F,0,18.7,0,18.8,0,18.182747,0,0
620,B,0,11.73,11.58,0,0,11.5232,10.93,10.826
621,K,0,11.77,10.85,0,0,10.522511,8.909,8.257
622,K,0,11.17,9.54,0,0,8.63094,5.976,4.862
623,B,0,10.99,10.52,0,0,10.364894,9.349,9.133
624,M,0,16.0,0,0,0,11.303675,7.47,5.953
625,K,0,12.67,10.45,0,0,9.879925,7.373,6.335
626,O,0,0,0,0,0,9.358437,4.638,2.581
627,B,13.06,12.78,11.54,0,0,11.043394,8.99,8.475
628,B,0,11.54,11.09,0,0,11.091831,10.343,10.213
629,G,0,11.02,9.92,0,0,9.616492,8.021,7.408
630,M,0,0,13.94,12.97,0,13.314914,10.64,9.496
631,O,0,0,0,0,0,0,0,9.386
632,A,0,10.01,9.74,0,0,9.677364,9.054,8.947
633,G,0,11.5,10.74,0,0,10.903727,9.977,9.761
634,O,0,0,0,13.4,0,10.248963,4.92,3.18
635,G,0,9.66,9.01,0,0,8.852535,7.79,7.437
636,K,0,11.98,11.32,0,0,11.022909,0,0
637,B,0,11.58,11.17,0,0,11.803494,10.683,10.464
638,B,0,12.25,11.79,0,0,11.232056,9.609,9.197
639,O,0,0,0,0,0,18.938307,11.702,7.735
640,F,0,10.2,9.94,0,0,9.81144,9.223,9.052
641,O,0,0,0,0,0,0,15.61,6.887
642,M,0,0,0,0,0,10.751107,6.931,5.423
643,B,11.16,11.3,10.8,0,0,10.48484,0,0
644,A,14.429,12.29,12.1,0,0,11.581265,10.685,10.487
645,F,0,0,16.46,0,0,16.280329,15.315,15.121
646,F,0,11.33,11.12,0,0,10.880602,10.119,9.903
647,G,0,10.77,9.08,0,0,8.209238,5.612,4.542
648,B,0,11.52,11.15,0,0,10.888558,10.164,10.085
649,M,0,12.23,10.26,0,0,8.913494,5.74,4.457
650,K,0,11.69,10.55,0,0,10.098511,8.35,7.554
651,G,0,12.18,11.99,0,0,12.061015,11.199,10.973
652,A,0,8.07,8.06,0,0,8.034945,7.865,7.901
653,G,0,17.9,16.82,15.3,0,16.519,15.01,14.4
654,K,0,10.06,8.69,0,0,8.269728,6.346,5.533
655,A,0,9.75,9.43,0,0,9.416607,8.814,8.702
656,K,0,10.23,9.09,0,0,8.848202,7.304,6.687
657,B,0,11.65,11.18,0,0,11.135251,10.045,9.888
658,A,0,0,0,0,0,13.980293,13.046,12.754
659,F,0,10.91,9.95,0,0,9.671181,8.195,7.539
660,A,0,9.35,9.2,0,0,9.1769,8.714,8.587
661,O,0,0,0,0,0,0,0,0
662,G,0,10.42,9.85,0,0,9.71097,8.693,8.355
663,O,0,0,0,0,0,15.351752,7.996,5.066
664,G,0,12.8,0,0,0,11.637481,10.461,9.998
665,O,0,9.0,0,0,0,0,0,0
666,B,0,0,12.59,12.38,0,12.235384,9.937,9.103
667,K,0,12.14,10.75,0,0,10.586517,9.052,8.449
668,G,0,11.93,11.32,0,0,11.216296,10.0,9.64
669,K,0,11.47,9.7,0,0,8.830608,6.186,5.027
670,F,0,11.81,11.37,0,0,11.090782,10.125,9.819
671,K,0,9.66,8.79,0,0,8.598109,7.228,6.726
672,K,0,11.9,10.62,0,0,10.405649,0,0
673,F,0,0,14.36,0,0,14.217608,13.462,13.223
674,B,0,13.4,13.38,13.55,0,13.324235,13.326,13.27
675,O,0,0,0,0,0,17.026081,10.806,7.446
676,K,0,10.02,9.14,0,0,8.834876,7.284,6.713
677,M,0,9.8,9.02,0,0,0,0,0
678,B,11.72,11.7,11.0,0,0,10.740603,9.301,8.989
679,O,0,0,0,0,0,18.3699,11.74,7.601
680,A,0,9.7,9.5,0,0,9.526345,9.164,9.084
681,G,0,10.13,9.17,0,0,8.96252,7.531,6.953
682,O,0,0,0,0,0,15.515,7.313,4.039
683,B,0,10.46,10.16,0,0,10.270095,9.631,9.503
684,G,0,9.9,9.4,9.0,0,9.269038,8.395,8.062
685,F,0,12.26,12.14,0,0,12.084331,11.092,10.819
686,B,0,12.24,12.15,0,0,11.531351,10.12,9.823
687,O,0,0,0,0,0,14.173126,7.936,5.471
688,B,0,11.3,11.22,0,0,10.945954,10.27,9.917
689,F,0,17.5,0,0,0,17.566519,16.63,0
690,B,0,0,12.67,12.62,0,12.434964,11.401,10.903
691,B,11.67,11.7,10.9,0,0,10.564736,9.022,8.664
692,O,0,0,0,0,0,0,0,9.303
693,F,0,12.9,12.65,0,0,12.088584,10.773,10.391
694,B,0,12.37,11.75,0,0,11.722921,10.797,10.61
695,F,0,12.01,11.43,0,0,11.611424,10.102,9.886
696,K,0,11.49,10.53,0,0,10.2948,8.849,8.271
697,M,0,16.4,15.8,13.3,0,12.866968,10.009,8.819
698,B,0,12.72,11.82,0,0,11.680673,10.621,10.409
699,O,0,0,0,0,0,13.724093,7.089,5.011
700,G,0,9.8,9.09,0,0,9.00467,7.955,7.588
701,O,0,0,0,0,0,0,0,9.016
702,K,0,10.38,8.7,0,0,7.833337,5.222,4.144
703,O,0,0,0,0,0,16.62576,7.501,4.667
704,M,0,11.07,9.49,0,0,8.834184,6.554,5.561
705,O,0,0,0,0,0,13.489514,6.954,4.898
706,G,0,9.76,9.11,0,0,8.954303,7.918,7.539
707,B,0,11.3,10.8,0,0,10.883798,10.289,10.258
708,K,18.366,16.31,14.62,0,12.37,13.50646,10.597,9.441
709,B,0,17.9,17.71,17.5,0,18.04581,0,0
710,F,0,9.38,8.92,0,0,8.748612,7.62,7.277
711,K,0,11.52,10.69,0,0,10.612062,9.325,8.789
712,B,11.33,11.81,11.41,0,0,11.216558,10.326,10.161
713,O,0,0,0,0,0,18.008718,9.371,5.137
714,F,0,9.2,8.9,0,0,8.863064,8.371,8.247
715,K,0,12.2,10.2,0,0,9.338004,6.732,5.648
716,A,0,9.17,9.08,0,0,9.068236,8.797,8.75
717,A,0,8.71,8.73,0,0,8.701932,8.672,8.71
718,B,0,10.71,10.33,0,0,10.199733,9.414,9.224
719,F,0,0,14.69,0,0,14.564374,13.712,13.371
720,F,0,9.89,9.42,0,0,9.386257,8.38,8.069
721,K,0,9.97,8.93,0,0,8.676775,7.069,6.418
722,B,0,11.61,10.76,0,0,10.586671,9.037,8.686
723,K,0,11.29,10.06,0,0,9.534512,7.472,6.741
724,A,0,9.41,9.18,0,0,9.104602,8.517,8.36
725,G,0,0,19.9,0,0,0,0,0
726,M,0,0,0,0,0,0,0,0
727,F,0,0,14.46,0,0,0,0,0
728,A,0,9.42,9.08,0,0,9.000413,8.285,8.119
729,F,0,0,16.49,0,0,16.380419,15.702,15.29
730,G,0,12.6,11.58,0,0,11.082232,9.11,8.466
731,A,0,11.87,11.27,0,0,11.258845,10.271,10.064
732,M,0,0,0,0,0,12.758009,9.587,8.378
733,K,0,11.35,10.04,0,0,9.2412,6.667,5.615
734,F,0,18.2,0,19.2,0,18.496815,0,0
735,M,0,12.399,11.274,11.005,0,10.9898,9.361,8.681
736,G,0,9.7,9.24,0,0,9.119016,8.23,7.993
737,M,0,20.091,18.606,0,0,17.441956,14.867,13.652
738,F,0,0,15.08,0,0,14.958251,14.258,14.07
739,K,0,11.96,10.52,0,0,10.189719,8.376,7.687
740,G,0,12.28,10.98,0,0,10.825853,9.08,8.279
741,K,0,12.67,11.0,0,0,10.005788,7.317,6.248
742,B,0,10.11,10.22,10.255,0,10.190628,10.417,10.537
743,K,0,11.51,10.32,0,0,10.093748,8.418,7.743
744,A,0,9.76,9.46,0,0,9.418307,8.7,8.609
745,B,0,12.79,11.76,0,0,11.185194,8.91,7.924
746,G,0,9.73,9.09,0,0,8.852942,7.588,7.024
747,O,0,0,0,0,0,14.478048,8.28,5.538
748,O,0,0,0,0,0,14.363743,7.327,5.052
749,A,0,13.0,0,0,0,12.115753,10.944,10.585
750,M,0,12.99,11.33,0,0,10.158323,7.27,6.043
751,F,0,0,0,0,0,17.781954,16.535,0
752,K,0,11.41,9.82,0,0,8.898611,6.286,5.123
753,B,0,12.71,12.16,12.14,0,12.049612,11.063,10.849
754,O,0,0,0,0,0,20.209057,13.064,10.211
755,B,0,12.22,11.42,0,0,11.270283,9.151,8.363
756,F,0,0,13.56,0,0,13.458893,12.593,12.223
757,A,0,0,0,0,0,17.575092,16.765,0
758,O,0,0,0,0,0,18.614098,10.444,6.178
759,A,0,10.0,0,0,0,0,10.645,10.248
760,G,0,8.84,8.38,0,0,8.292522,7.545,7.311
761,A,0,10.88,10.47,0,0,10.467363,9.8,9.565
762,F,0,0,15.27,0,0,15.185957,14.376,14.039
763,M,0,11.56,9.58,0,0,8.234394,5.578,4.068
764,O,0,0,0,0,0,19.366531,10.035,5.991
765,K,0,0,0,0,0,0,0,0
766,O,0,0,0,0,0,14.647615,5.739,2.627
767,B,0,0,20.096,0,19.945,20.079342,0,0
768,M,0,0,0,0,0,10.321724,6.479,5.139
769,B,11.58,11.96,11.33,0,0,11.272305,10.2,9.927
770,M,0,0,8.8,0,0,0,8.935,8.732
771,F,0,9.64,9.35,0,0,9.281339,8.754,8.582
772,K,0,12.0,10.6,0,0,10.145636,8.307,7.519
773,M,0,12.15,11.08,0,0,10.607488,8.706,7.944
774,O,10.34,10.34,9.678,0,0,9.355996,7.696,7.344
775,G,0,9.61,9.0,0,0,8.907118,7.96,7.656
776,G,0,16.64,16.12,15.9,0,16.001312,14.92,14.48
777,A,0,12.36,11.63,0,0,12.015222,0,0
778,A,0,11.28,10.89,0,0,10.808143,10.122,9.919
779,G,0,12.22,11.55,0,0,11.440751,10.256,9.915
780,K,0,11.56,9.65,0,0,8.999708,6.555,5.501
781,A,0,12.43,11.74,0,0,11.857852,10.977,10.732
782,B,11.01,11.3,10.9,0,0,10.761001,9.803,9.672
783,A,0,9.02,8.89,0,0,8.877341,0,0
784,O,0,0,0,0,0,20.13747,11.712,6.434
785,B,0,11.19,10.55,0,0,10.270293,8.893,8.64
786,O,0,0,0,0,0,0,15.605,7.613
787,A,0,10.0,12.0,0,0,11.775014,10.618,10.359
788,F,0,11.4,10.92,0,0,11.066635,10.388,10.181
789,M,0,0,0,0,0,0,0,0
790,G,0,10.88,9.95,0,0,9.956653,8.329,7.663
791,M,0,10.71,9.24,0,0,8.019024,5.052,3.941
792,O,0,0,13.25,0,0,12.6554,11.403,10.304
793,A,0,11.54,11.18,0,0,11.37626,10.473,10.239
794,G,0,10.97,10.37,0,0,10.315908,9.444,9.1
795,G,0,18.3,0,0,0,17.010735,15.332,14.608
796,F,0,11.88,11.46,0,0,11.816764,0,0
797,F,0,10.71,10.21,0,0,10.170222,9.398,9.19
798,G,0,11.54,11.12,0,0,10.800467,9.483,9.12
799,A,0,9.3,9.09,0,0,9.093252,8.72,8.675
800,O,0,0,0,0,0,10.138271,4.972,3.282
801,K,0,9.92,8.41,0,0,7.912379,5.78,4.87
802,O,0,0,0,0,16.38,18.132587,14.041,12.711
803,G,0,10.04,9.5,0,0,9.314,8.336,8.05
804,B,0,12.32,11.97,0,0,12.035636,11.715,11.741
805,K,0,10.3,9.24,0,0,8.922726,7.413,6.801
806,G,0,10.0,0,0,0,11.483211,10.052,9.647
807,A,0,11.88,11.34,0,0,10.956008,9.592,9.258
808,A,0,11.99,11.79,0,0,11.471778,10.398,10.145
809,K,0,12.645,10.972,10.415,0,10.226425,7.837,6.805
810,B,9.88,10.22,9.81,0,0,9.726749,9.006,8.922
811,A,0,7.53,7.56,0,0,7.558259,7.624,7.729
812,M,0,0,12.9,0,0,12.264664,9.996,9.152
813,M,0,11.53,9.91,0,0,9.25939,6.894,5.835
814,A,0,12.86,0,12.7,0,12.613516,12.227,12.129
815,B,0,11.01,10.5,0,0,10.571678,9.602,9.443
816,K,0,9.78,8.65,0,0,8.307669,6.601,5.949
817,G,0,17.15,16.48,16.27,0,16.234644,15.11,14.73
818,F,0,9.91,9.78,0,0,9.721983,9.369,9.26
819,B,0,0,12.03,11.9,0,11.774378,10.438,10.162
820,M,0,15.75,13.48,12.64,0,10.112023,5.486,4.007
821,M,0,0,0,0,0,12.67259,9.833,8.932
822,G,0,11.39,10.71,0,0,10.568249,9.667,9.352
823,M,0,0,0,12.92,0,11.55955,8.005,6.574
824,G,0,10.22,9.66,0,0,9.52167,8.539,8.241
825,O,0,0,0,0,0,11.664453,6.02,3.872
826,M,0,11.4,9.5,0,0,9.854198,7.88,6.961
827,B,0,15.22,15.24,15.59,0,15.167806,15.53,0
828,A,0,9.98,9.66,0,0,9.533,8.38,8.307
829,K,0,11.09,10.08,0,0,9.79009,8.259,7.695
830,F,0,9.98,9.78,0,0,9.780098,9.305,9.049
831,B,0,11.16,10.36,0,0,10.074273,8.359,7.999
832,B,0,12.41,11.84,11.8,0,11.707058,10.629,10.409
833,K,0,9.6,8.55,0,0,8.289309,6.77,6.16
834,K,0,10.32,9.26,0,0,9.023244,7.495,6.895
835,G,0,0,0,0,0,0,0,0
836,F,0,9.62,9.06,0,0,8.994167,8.123,7.863
837,M,0,9.87,8.5,0,0,6.898443,3.824,2.475
838,K,0,10.42,9.15,0,0,8.804433,6.977,6.265
839,K,0,0,0,0,0,0,0,0
840,A,0,8.71,8.52,0,0,8.490006,8.03,7.986
841,B,0,11.33,10.94,0,0,10.942917,10.222,10.106
842,O,0,0,0,0,0,20.451048,13.298,8.468
843,M,0,12.51,10.72,10.212,0,9.889817,7.231,6.13
844,B,0,11.72,11.08,0,0,10.742005,9.182,8.895
845,B,0,12.55,12.01,11.93,0,11.833413,10.794,10.51
846,K,0,10.36,9.1,0,0,8.793024,7.098,6.374
847,G,0,0,9.5,0,0,0,0,0
848,K,0,10.74,9.96,0,0,9.835747,8.681,8.239
849,K,0,10.15,8.98,0,0,8.650591,6.911,6.17
850,M,0,14.3,0,0,0,11.145402,7.898,6.549
851,A,0,9.34,9.18,0,0,9.136845,8.741,8.737
852,B,0,11.14,10.49,0,0,10.28609,8.986,8.738
853,A,0,0,0,0,0,13.361207,12.336,11.969
854,G,0,16.4,0,16.06,0,15.899388,14.73,14.32
855,B,0,10.86,10.57,0,0,10.479311,9.703,9.628
856,B,10.99,11.07,10.52,0,0,10.229641,8.988,8.794
857,B,12.88,11.96,11.8,11.71,0,11.650157,10.914,10.823
858,A,0,12.28,11.76,0,0,11.218006,9.913,9.591
859,B,0,9.35,9.09,0,0,8.986589,8.254,8.05
860,O,0,0,0,0,0,15.170304,8.526,5.466
861,O,0,0,0,0,0,0,0,13.079
862,F,0,11.61,11.22,0,0,11.126637,10.363,10.126
863,B,0,10.68,10.24,0,0,10.241656,9.53,9.396
864,O,0,0,0,0,0,0,15.397,9.726
865,K,0,12.44,10.5,0,0,9.416659,6.462,5.342
866,O,0,0,0,0,0,18.782042,13.475,7.982
867,F,0,0,16.35,0,0,16.240095,15.257,14.891
868,G,0,11.12,10.07,0,0,9.747254,8.119,7.52
869,F,0,9.28,8.94,0,0,8.891395,8.263,8.084
870,M,0,0,0,12.05,0,11.120287,7.671,6.268
871,A,0,11.77,12.12,0,0,11.456738,10.908,10.79
872,M,0,15.79,14.47,14.2,0,12.89057,9.849,8.986
873,B,12.13,11.82,11.61,0,0,11.662797,10.407,10.158
874,M,0,12.27,11.05,0,0,10.578892,8.561,7.79
875,A,0,12.05,11.58,0,0,11.490293,10.558,10.378
876,M,0,18.7,0,0,0,17.260757,15.269,14.636
877,F,0,0,13.59,0,0,13.364112,12.695,12.548
878,F,11.91,12.09,11.1,0,0,10.700192,8.788,8.071
879,A,0,9.83,9.51,0,0,9.435534,8.828,8.689
880,F,0,9.83,9.32,0,0,9.231,8.375,8.082
881,A,0,8.7,8.43,0,0,8.383528,7.855,7.729
882,A,0,11.44,11.08,0,0,11.175424,10.706,10.6
883,O,0,0,0,0,0,0,18.02,13.021
884,O,0,0,0,0,0,0,0,10.703
885,B,11.86,11.9,11.3,0,0,11.501892,10.591,10.423
886,O,0,0,0,0,0,0,0,10.244
887,B,0,12.08,11.91,0,0,11.400461,10.479,10.328
888,B,0,11.63,11.26,0,0,10.896595,9.396,8.709
889,F,0,9.48,9.14,0,0,9.098569,8.42,8.329
890,M,0,0,0,0,0,12.483528,9.741,8.499
891,F,0,11.55,11.33,0,0,11.070061,10.089,9.815
892,A,0,11.81,11.54,0,0,11.321261,10.754,10.706
893,O,0,0,0,0,13.71,15.29495,8.968,4.806
894,B,0,12.45,11.97,0,0,11.931891,10.643,10.092
895,O,0,0,0,0,0,15.733388,10.212,6.241
896,F,0,8.99,8.46,0,0,8.374681,7.57,7.344
897,A,0,10.0,0,0,0,11.33134,9.986,9.678
898,K,0,11.8,11.29,0,0,11.227335,10.265,9.941
899,B,0,0,10.4,0,0,0,0,0
900,F,0,0,0,0,0,13.948727,13.243,13.0
901,K,0,12.02,10.4,0,0,9.905614,7.786,6.956
902,M,0,0,0,0,0,0,0,0
903,K,0,10.9,10.31,10.24,0,10.185309,9.208,0
904,A,0,11.04,10.51,0,0,10.465571,9.747,9.484
905,O,0,0,0,0,0,0,0,7.041
906,O,0,0,0,0,0,0,0,9.04
907,A,0,11.59,11.5,0,0,11.302456,10.479,10.366
908,G,0,10.78,10.38,0,0,10.263747,9.523,9.288
909,A,0,12.14,11.1,0,0,10.691974,8.816,8.394
910,O,0,0,0,0,0,0,10.698,6.209
911,K,0,0,13.3,0,0,13.280937,10.45,9.333
912,O,0,0,0,0,0,0,0,11.408
913,K,0,11.494,10.532,10.358,0,10.35114,8.81,8.199
914,G,0,12.46,11.15,0,0,10.925505,9.553,8.996
915,O,0,0,0,0,0,0,0,11.7
916,G,0,9.78,9.39,9.0,0,9.311418,8.599,8.369
917,B,0,13.16,12.78,12.55,0,12.574723,11.583,11.112
918,B,0,12.42,11.72,11.95,0,11.794471,10.435,10.08
919,A,0,9.65,9.39,0,0,9.36412,9.034,9.023
920,K,0,0,14.6,0,0,0,0,0
921,M,0,11.44,9.76,0,0,8.90608,6.252,5.093
922,G,0,9.7,9.12,0,0,8.974753,7.85,7.482
923,B,0,11.91,11.49,0,0,11.318552,10.384,10.072
924,K,0,11.36,10.03,0,0,9.711644,7.9,7.093
925,K,0,9.42,8.35,0,0,8.082788,6.501,5.898
926,M,0,10.58,9.38,0,0,9.046298,7.308,6.527
927,A,0,9.55,9.23,0,0,9.213701,8.636,8.607
928,B,0,12.32,11.71,0,0,11.330083,9.825,9.486
929,B,0,12.95,12.13,11.9,0,11.808949,10.103,9.403
930,K,0,11.66,10.66,0,0,10.173521,8.419,7.647
931,G,0,11.22,10.6,0,0,10.453551,9.551,9.264
932,O,0,0,0,0,0,0,0,8.278
933,O,0,0,0,0,0,14.329489,7.622,4.978
934,M,0,0,0,0,0,14.502237,10.585,8.446
935,K,0,12.5,11.53,0,0,11.322534,0,0
